,549300DCU7KOL83B3B08,213800RUT3C1PCHUQP60,-096-,549300Y6MN6ECOGZD589,54930030NRYV5EVS2N02,2138005EXQDVICS9O155,549300MDXMDILOI3EJ96,549300A6QDHQKENHMS92,213800CWAHHW6YYZII58,213800S2TA8P2U4L5P50,549300X1IL2SQS14P736,Total,Market_capitalization
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56350000.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56350000.0
2025-03-12,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.45,56350000.0
2025-03-11,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.45,56350000.0
2025-03-10,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.14,56350000.0
2025-03-09,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-03-08,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-03-07,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-03-06,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.13,56350000.0
2025-03-05,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-03-04,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-03-03,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-03-02,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-03-01,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-02-28,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-02-27,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.84,56350000.0
2025-02-26,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.79,56350000.0
2025-02-25,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.79,56350000.0
2025-02-24,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.79,56350000.0
2025-02-23,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-22,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-21,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-20,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-19,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-18,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.11,56350000.0
2025-02-17,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.11,56350000.0
2025-02-16,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.09,56350000.0
2025-02-15,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.09,56350000.0
2025-02-14,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.09,56350000.0
2025-02-13,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,56350000.0
2025-02-12,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-11,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.07,56350000.0
2025-02-10,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9299999999999997,56350000.0
2025-02-09,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9299999999999997,56350000.0
2025-02-08,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9299999999999997,56350000.0
2025-02-07,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9299999999999997,56350000.0
2025-02-06,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.09,56350000.0
2025-02-05,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.09,56350000.0
2025-02-04,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4699999999999998,56350000.0
2025-02-03,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,56350000.0
2025-02-02,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-02-01,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-31,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-30,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-29,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-28,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-27,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-26,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-25,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-24,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-23,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.52,56350000.0
2025-01-22,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-21,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-20,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.48,56350000.0
2025-01-19,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.52,56350000.0
2025-01-18,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.52,56350000.0
2025-01-17,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.52,56350000.0
2025-01-16,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.44,56350000.0
2025-01-15,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.41,56350000.0
2025-01-14,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-13,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-12,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-11,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-10,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-09,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-08,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-07,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-06,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.42,56350000.0
2025-01-05,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.41,56350000.0
2025-01-04,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.41,56350000.0
2025-01-03,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.41,56350000.0
2025-01-02,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2025-01-01,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-31,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-30,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-29,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-28,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-27,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-26,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-25,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-24,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-23,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-12-22,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.58,56350000.0
2024-12-21,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.58,56350000.0
2024-12-20,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.58,56350000.0
2024-12-19,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.07,56350000.0
2024-12-18,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.14,56350000.0
2024-12-17,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.4299999999999997,56350000.0
2024-12-16,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.58,56350000.0
2024-12-15,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.58,56350000.0
2024-12-14,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.58,56350000.0
2024-12-13,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.58,56350000.0
2024-12-12,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.58,56350000.0
2024-12-11,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.75,56350000.0
2024-12-10,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.87,56350000.0
2024-12-09,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.87,56350000.0
2024-12-08,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-07,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-06,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-05,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-04,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-03,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-02,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.76,56350000.0
2024-12-01,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.52,56350000.0
2024-11-30,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.52,56350000.0
2024-11-29,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.52,56350000.0
2024-11-28,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.23,56350000.0
2024-11-27,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.23,56350000.0
2024-11-26,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.06,56350000.0
2024-11-25,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.98,56350000.0
2024-11-24,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.82,56350000.0
2024-11-23,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.82,56350000.0
2024-11-22,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.82,56350000.0
2024-11-21,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.82,56350000.0
2024-11-20,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.82,56350000.0
2024-11-19,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.52,56350000.0
2024-11-18,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.52,56350000.0
2024-11-17,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.63,56350000.0
2024-11-16,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.63,56350000.0
2024-11-15,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.63,56350000.0
2024-11-14,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.63,56350000.0
2024-11-13,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.52,56350000.0
2024-11-12,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-11-11,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-11-10,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-11-09,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-11-08,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-11-07,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-11-06,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-11-05,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-11-04,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-11-03,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-11-02,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-11-01,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-10-31,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-10-30,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.39,56350000.0
2024-10-29,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-28,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-27,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-26,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-25,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-24,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-23,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-22,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-21,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-20,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-19,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-18,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-17,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-16,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.38,56350000.0
2024-10-15,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.38,56350000.0
2024-10-14,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,56350000.0
2024-10-13,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.35,56350000.0
2024-10-12,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.35,56350000.0
2024-10-11,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.35,56350000.0
2024-10-10,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.36,56350000.0
2024-10-09,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.03,56350000.0
2024-10-08,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,3.04,56350000.0
2024-10-07,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.94,56350000.0
2024-10-06,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.94,56350000.0
2024-10-05,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.94,56350000.0
2024-10-04,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.94,56350000.0
2024-10-03,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.94,56350000.0
2024-10-02,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.9,56350000.0
2024-10-01,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.9,56350000.0
2024-09-30,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.73,3.38,56350000.0
2024-09-29,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.73,3.38,56350000.0
2024-09-28,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.73,3.38,56350000.0
2024-09-27,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.73,3.38,56350000.0
2024-09-26,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.73,3.38,56350000.0
2024-09-25,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.73,3.38,56350000.0
