,549300DCU7KOL83B3B08,70DNWEAINTGFO4DMV441,LO3UDTZUG0RICVPFGQ53,549300GC5MDF1KXYMP06,6BS8JLEICI3VGJ264L55,549300LPS48DJ96NXT15,549300SHI4D0QGWI8X45,549300ARVD4LVNCUBN81,549300CNWH54BTXURM94,549300XXZKX7UGH6E231,549300WBD0DQZRTLVD96,MQILSVGGL6RJH5NDWP11,TNWE6LERP1CI9IDAZB80,549300KKLDTNOIW0NU52,549300EJ1ZB4YYIOMD56,Total,Market_capitalization
2025-05-08,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.58,0.59,0.0,0.66,0.51,0.5,7.02,1310000000.0
2025-05-07,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.58,0.59,0.0,0.66,0.51,0.5,7.02,1310000000.0
2025-05-06,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.58,0.59,0.0,0.66,0.51,0.5,7.02,1310000000.0
2025-05-05,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.609999999999999,1310000000.0
2025-05-04,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.609999999999999,1310000000.0
2025-05-03,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.609999999999999,1310000000.0
2025-05-02,2.38,0.0,0.0,0.0,0.0,1.22,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.609999999999999,1310000000.0
2025-05-01,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-30,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-29,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-28,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-27,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-26,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-25,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-24,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.67,0.59,0.0,0.66,0.51,0.0,6.77,1310000000.0
2025-04-23,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-22,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-21,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-20,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-19,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-18,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-17,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-16,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-15,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-14,2.38,0.0,0.0,0.0,0.0,1.38,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,6.8,1310000000.0
2025-04-13,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-04-12,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-04-11,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-04-10,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-04-09,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-04-08,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-04-07,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-04-06,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-04-05,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-04-04,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-04-03,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-04-02,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-04-01,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-31,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-30,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-29,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-28,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-27,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-26,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-25,2.38,0.0,1.19,0.0,0.0,1.5,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.110000000000001,1310000000.0
2025-03-24,2.38,0.0,1.19,0.0,0.0,1.49,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.1,1310000000.0
2025-03-23,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.13,1310000000.0
2025-03-22,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.51,0.0,8.13,1310000000.0
2025-03-21,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.7,0.59,0.0,0.66,0.43,0.0,8.05,1310000000.0
2025-03-20,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.69,0.69,0.0,0.66,0.43,0.0,8.139999999999999,1310000000.0
2025-03-19,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.69,0.69,0.0,0.66,0.43,0.0,8.139999999999999,1310000000.0
2025-03-18,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.69,0.69,0.0,0.66,0.43,0.0,8.139999999999999,1310000000.0
2025-03-17,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.79,0.69,0.0,0.66,0.43,0.0,8.24,1310000000.0
2025-03-16,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.79,0.69,0.51,0.66,0.43,0.0,8.75,1310000000.0
2025-03-15,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.79,0.69,0.51,0.66,0.43,0.0,8.75,1310000000.0
2025-03-14,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.79,0.69,0.51,0.66,0.43,0.0,8.75,1310000000.0
2025-03-13,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.79,0.69,0.51,0.66,0.51,0.0,8.83,1310000000.0
2025-03-12,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.58,0.0,0.79,0.69,0.51,0.66,0.51,0.0,8.83,1310000000.0
2025-03-11,2.38,0.0,1.19,0.0,0.0,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.66,0.51,0.0,8.73,1310000000.0
2025-03-10,2.38,0.0,1.19,0.0,0.59,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.66,0.51,0.0,9.32,1310000000.0
2025-03-09,2.38,0.0,1.19,0.0,0.59,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.66,0.51,0.0,9.32,1310000000.0
2025-03-08,2.38,0.0,1.19,0.0,0.59,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.66,0.51,0.0,9.32,1310000000.0
2025-03-07,2.38,0.0,1.19,0.0,0.59,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.66,0.51,0.0,9.32,1310000000.0
2025-03-06,2.38,0.0,1.19,0.0,0.59,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.66,0.51,0.0,9.32,1310000000.0
2025-03-05,2.38,0.0,1.19,0.0,0.59,1.52,0.0,0.48,0.0,0.79,0.69,0.51,0.7,0.51,0.0,9.36,1310000000.0
2025-03-04,2.38,0.0,1.19,0.0,0.59,1.44,0.0,0.48,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.18,1310000000.0
2025-03-03,2.38,0.0,1.19,0.0,0.59,1.44,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.28,1310000000.0
2025-03-02,2.38,0.0,1.19,0.0,0.59,1.3,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-03-01,2.38,0.0,1.19,0.0,0.59,1.3,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-28,2.38,0.0,1.19,0.0,0.59,1.3,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-27,2.38,0.0,1.19,0.0,0.59,1.3,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-26,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.04,1310000000.0
2025-02-25,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.79,0.69,0.51,0.6,0.51,0.0,9.04,1310000000.0
2025-02-24,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-23,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-22,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-21,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-20,2.38,0.0,1.19,0.0,0.59,1.2,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.139999999999999,1310000000.0
2025-02-19,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-18,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-17,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-16,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-15,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-14,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-13,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-12,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-11,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-10,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.89,0.69,0.51,0.6,0.51,0.0,9.049999999999999,1310000000.0
2025-02-09,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.9,0.69,0.51,0.6,0.51,0.0,9.06,1310000000.0
2025-02-08,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.9,0.69,0.51,0.6,0.51,0.0,9.06,1310000000.0
2025-02-07,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.9,0.69,0.51,0.6,0.51,0.0,9.06,1310000000.0
2025-02-06,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.58,0.0,0.9,0.69,0.51,0.6,0.51,0.0,9.06,1310000000.0
2025-02-05,2.38,0.0,1.19,0.0,0.59,1.11,0.0,0.61,0.0,0.9,0.69,0.51,0.6,0.51,0.0,9.09,1310000000.0
2025-02-04,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.61,0.0,0.9,0.69,0.51,0.6,0.51,0.0,8.99,1310000000.0
2025-02-03,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.59,0.0,0.9,0.69,0.51,0.6,0.51,0.0,8.969999999999999,1310000000.0
2025-02-02,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.59,0.0,0.9,0.69,0.51,0.6,0.51,0.0,8.969999999999999,1310000000.0
2025-02-01,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.59,0.0,0.9,0.69,0.51,0.6,0.51,0.0,8.969999999999999,1310000000.0
2025-01-31,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.59,0.0,0.9,0.69,0.51,0.6,0.51,0.0,8.969999999999999,1310000000.0
2025-01-30,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.59,0.0,0.9,0.69,0.51,0.6,0.51,0.0,8.969999999999999,1310000000.0
2025-01-29,2.38,0.0,1.19,0.0,0.59,1.01,0.0,0.6,0.0,0.9,0.69,0.51,0.6,0.0,0.0,8.469999999999999,1310000000.0
2025-01-28,0.27,0.0,1.19,0.0,0.59,1.01,0.0,0.6,0.0,0.9,0.69,0.51,0.6,0.0,0.0,6.359999999999999,1310000000.0
2025-01-27,0.27,0.0,1.19,0.0,0.59,1.01,0.0,0.6,0.0,0.9,0.69,0.51,0.6,0.0,0.0,6.359999999999999,1310000000.0
2025-01-26,0.27,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.69,0.51,0.6,0.0,0.0,6.25,1310000000.0
2025-01-25,0.27,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.69,0.51,0.6,0.0,0.0,6.25,1310000000.0
2025-01-24,0.27,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.69,0.51,0.6,0.0,0.0,6.25,1310000000.0
2025-01-23,0.27,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,6.35,1310000000.0
2025-01-22,0.27,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,6.35,1310000000.0
2025-01-21,0.27,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,6.35,1310000000.0
2025-01-20,2.38,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.46,1310000000.0
2025-01-19,2.38,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.46,1310000000.0
2025-01-18,2.38,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.46,1310000000.0
2025-01-17,2.38,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.46,1310000000.0
2025-01-16,2.43,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.51,1310000000.0
2025-01-15,2.43,0.0,1.19,0.0,0.59,0.9,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.51,1310000000.0
2025-01-14,2.43,0.0,1.19,0.0,0.59,0.83,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.44,1310000000.0
2025-01-13,2.43,0.0,1.19,0.0,0.59,0.83,0.0,0.6,0.0,0.9,0.79,0.51,0.6,0.0,0.0,8.44,1310000000.0
2025-01-12,2.39,0.0,1.19,0.0,0.59,0.72,0.0,0.6,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.19,1310000000.0
2025-01-11,2.39,0.0,1.19,0.0,0.59,0.72,0.0,0.6,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.19,1310000000.0
2025-01-10,2.39,0.0,1.19,0.0,0.59,0.72,0.0,0.6,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.19,1310000000.0
2025-01-09,2.39,0.0,1.19,0.0,0.59,0.72,0.0,0.6,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.19,1310000000.0
2025-01-08,2.4,0.0,1.19,0.0,0.59,0.72,0.0,0.5,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.1,1310000000.0
2025-01-07,2.39,0.0,1.19,0.0,0.59,0.72,0.0,0.5,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.09,1310000000.0
2025-01-06,2.39,0.0,1.19,0.0,0.59,0.72,0.0,0.5,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.09,1310000000.0
2025-01-05,2.47,0.0,1.19,0.0,0.59,0.64,0.0,0.5,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.09,1310000000.0
2025-01-04,2.47,0.0,1.19,0.0,0.59,0.64,0.0,0.5,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.09,1310000000.0
2025-01-03,2.47,0.0,1.19,0.0,0.59,0.64,0.0,0.5,0.0,0.9,0.79,0.51,0.5,0.0,0.0,8.09,1310000000.0
2025-01-02,2.47,0.0,1.19,0.0,0.59,0.64,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.59,1310000000.0
2025-01-01,2.5,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.5600000000000005,1310000000.0
2024-12-31,2.5,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.5600000000000005,1460000000.0
2024-12-30,2.5,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.5600000000000005,1460000000.0
2024-12-29,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-28,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-27,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-26,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-25,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-24,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-23,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-22,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-21,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-20,2.4,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.9,0.79,0.51,0.5,0.0,0.0,7.46,1460000000.0
2024-12-19,2.34,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.79,0.51,0.5,0.0,0.0,7.3,1460000000.0
2024-12-18,2.34,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.5,0.0,0.0,7.39,1460000000.0
2024-12-17,2.29,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.5,0.0,0.0,7.34,1460000000.0
2024-12-16,2.38,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.5,0.0,0.0,7.43,1460000000.0
2024-12-15,2.38,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.0,0.0,0.0,6.93,1460000000.0
2024-12-14,2.38,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.0,0.0,0.0,6.93,1460000000.0
2024-12-13,2.38,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.0,0.0,0.0,6.93,1460000000.0
2024-12-12,2.38,0.0,1.19,0.0,0.59,0.58,0.0,0.0,0.0,0.8,0.88,0.51,0.0,0.0,0.0,6.93,1460000000.0
2024-12-11,2.38,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.699999999999999,1460000000.0
2024-12-10,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-09,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-08,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-07,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-06,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-05,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-04,2.49,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.81,1460000000.0
2024-12-03,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-12-02,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-12-01,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-11-30,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-11-29,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-11-28,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-11-27,2.59,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.909999999999999,1460000000.0
2024-11-26,2.6,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.51,0.0,0.0,0.0,5.92,1460000000.0
2024-11-25,2.5,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.8,1460000000.0
2024-11-24,2.5,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.8,1460000000.0
2024-11-23,2.5,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.8,1460000000.0
2024-11-22,2.5,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.8,1460000000.0
2024-11-21,2.5,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.8,1460000000.0
2024-11-20,2.4,0.0,0.0,0.0,0.59,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.7,1460000000.0
2024-11-19,2.4,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.76,0.88,0.49,0.0,0.0,0.0,5.59,1460000000.0
2024-11-18,2.4,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.76,0.9,0.49,0.0,0.0,0.0,5.61,1460000000.0
2024-11-17,2.4,0.0,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.88,0.9,0.51,0.0,0.0,0.0,5.75,1460000000.0
