,549300DCU7KOL83B3B08,549300RHSQCH106OWF77,-063-,213800VYVNUFHDOEFT08,-023-,5493007EH2ZGRVN96H04,6BS8JLEICI3VGJ264L55,549300KKLDTNOIW0NU52,549300TC772777D7S544,2138001GBION41P49M96,Total,Market_capitalization
2023-08-08,1.01,0.0,0.0,0.0,1.68,0.0,0.5,0.0,0.0,0.0,3.19,9510000000.0
2023-08-07,1.01,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,3.17,9510000000.0
2023-08-06,0.83,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9899999999999998,9510000000.0
2023-08-05,0.83,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9899999999999998,9510000000.0
2023-08-04,0.83,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9899999999999998,9510000000.0
2023-08-03,0.83,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9899999999999998,9510000000.0
2023-08-02,0.83,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9899999999999998,9510000000.0
2023-08-01,0.75,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9099999999999997,9510000000.0
2023-07-31,0.75,0.0,0.0,0.0,1.68,0.0,0.48,0.0,0.0,0.0,2.9099999999999997,9510000000.0
2023-07-30,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-29,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-28,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-27,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-26,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-25,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-24,0.75,0.0,0.0,0.0,1.68,0.0,0.59,0.0,0.0,0.0,3.0199999999999996,9510000000.0
2023-07-23,0.89,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.17,9510000000.0
2023-07-22,0.89,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.17,9510000000.0
2023-07-21,0.89,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.17,9510000000.0
2023-07-20,0.89,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.17,9510000000.0
2023-07-19,0.89,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.17,9510000000.0
2023-07-18,0.89,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.17,9510000000.0
2023-07-17,0.92,0.0,0.0,0.0,1.68,0.0,0.6,0.0,0.0,0.0,3.2,9510000000.0
2023-07-16,0.88,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.0,9510000000.0
2023-07-15,0.88,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.0,9510000000.0
2023-07-14,0.88,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.0,9510000000.0
2023-07-13,0.88,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.0,9510000000.0
2023-07-12,0.88,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.0,9510000000.0
2023-07-11,0.88,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.0,9510000000.0
2023-07-10,0.96,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.08,9510000000.0
2023-07-09,0.96,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.08,9510000000.0
2023-07-08,0.96,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.08,9510000000.0
2023-07-07,0.96,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.08,9510000000.0
2023-07-06,0.96,0.06,0.56,0.22,1.68,0.0,0.6,0.0,0.0,0.0,4.08,9510000000.0
2023-07-05,0.96,0.06,0.56,0.22,1.68,0.0,0.5,0.0,0.0,0.0,3.98,9510000000.0
2023-07-04,1.02,0.06,0.56,0.22,1.68,0.0,0.5,0.0,0.0,0.0,4.04,9510000000.0
2023-07-03,0.95,0.06,0.56,0.22,1.68,0.0,0.49,0.0,0.0,0.0,3.96,9510000000.0
2023-07-02,0.95,0.06,0.56,0.22,1.68,0.0,0.5,0.0,0.0,0.0,3.9699999999999998,9510000000.0
2023-07-01,0.95,0.06,0.56,0.22,1.68,0.0,0.5,0.0,0.0,0.0,3.9699999999999998,9510000000.0
2023-06-30,0.95,0.06,0.56,0.22,1.68,0.0,0.5,0.0,0.0,0.0,3.9699999999999998,9510000000.0
2023-06-29,0.95,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.4699999999999998,9510000000.0
2023-06-28,0.84,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.36,9510000000.0
2023-06-27,0.84,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.36,9510000000.0
2023-06-26,0.84,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.36,9510000000.0
2023-06-25,0.84,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.36,9510000000.0
2023-06-24,0.84,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.36,9510000000.0
2023-06-23,0.84,0.06,0.56,0.22,1.68,0.0,0.0,0.0,0.0,0.0,3.36,9510000000.0
2023-06-22,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-21,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-20,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-19,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-18,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-17,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-16,0.43,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,2.98,9510000000.0
2023-06-15,0.58,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.13,9510000000.0
2023-06-14,0.58,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.13,9510000000.0
2023-06-13,0.68,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.23,9510000000.0
2023-06-12,0.68,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.23,9510000000.0
2023-06-11,0.68,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.23,9510000000.0
2023-06-10,0.68,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.23,9510000000.0
2023-06-09,0.68,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.23,9510000000.0
2023-06-08,0.68,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.23,9510000000.0
2023-06-07,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-06-06,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-06-05,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-06-04,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-06-03,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-06-02,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-06-01,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-05-31,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-05-30,0.75,0.06,0.56,0.22,1.71,0.0,0.0,0.0,0.0,0.0,3.3,9510000000.0
2023-05-29,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-28,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-27,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-26,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-25,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-24,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-23,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-22,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-21,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-20,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-19,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-18,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-17,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-16,0.75,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.32,9510000000.0
2023-05-15,0.68,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.25,9510000000.0
2023-05-14,0.68,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.25,9510000000.0
2023-05-13,0.68,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.25,9510000000.0
2023-05-12,0.68,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.25,9510000000.0
2023-05-11,0.68,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.25,9510000000.0
2023-05-10,0.77,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.3400000000000003,9510000000.0
2023-05-09,0.77,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.3400000000000003,9510000000.0
2023-05-08,0.77,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.3400000000000003,9510000000.0
2023-05-07,0.77,0.06,0.56,0.22,1.71,0.02,0.0,0.0,0.0,0.0,3.3400000000000003,9510000000.0
