,549300X1IL2SQS14P736,Q0HK1ORK3JOMOF7R6K47,5493003FS3JD468P6Z37,549300SHI4D0QGWI8X45,6BS8JLEICI3VGJ264L55,Total,Market_capitalization
2024-05-14,1.38,1.03,0.0,0.0,1.1,3.5100000000000002,6860000000.0
2024-05-13,1.38,1.03,0.0,0.0,1.1,3.5100000000000002,6860000000.0
2024-05-12,1.38,1.03,0.0,0.0,1.1,3.5100000000000002,6860000000.0
2024-05-11,1.38,1.03,0.0,0.0,1.1,3.5100000000000002,6860000000.0
2024-05-10,1.38,1.03,0.0,0.0,1.1,3.5100000000000002,6860000000.0
2024-05-09,1.41,1.03,0.0,0.0,1.1,3.54,6860000000.0
2024-05-08,1.41,1.03,0.0,0.0,1.1,3.54,6860000000.0
2024-05-07,1.38,0.91,0.0,0.0,1.1,3.39,6860000000.0
2024-05-06,1.48,0.91,0.0,0.0,1.1,3.49,6860000000.0
2024-05-05,1.48,0.91,0.0,0.0,1.1,3.49,6860000000.0
2024-05-04,1.48,0.91,0.0,0.0,1.1,3.49,6860000000.0
2024-05-03,1.48,0.91,0.0,0.0,1.1,3.49,6860000000.0
2024-05-02,1.48,0.91,0.0,0.0,1.1,3.49,6860000000.0
2024-05-01,1.48,0.88,0.0,0.0,1.1,3.46,6860000000.0
2024-04-30,1.48,0.88,0.0,0.0,1.1,3.46,6860000000.0
2024-04-29,1.29,0.88,0.0,0.0,1.0,3.17,6860000000.0
2024-04-28,1.31,0.88,0.0,0.0,1.0,3.19,6860000000.0
2024-04-27,1.31,0.88,0.0,0.0,1.0,3.19,6860000000.0
2024-04-26,1.31,0.88,0.0,0.0,1.0,3.19,6860000000.0
2024-04-25,1.5,0.92,0.0,0.0,1.0,3.42,6860000000.0
2024-04-24,1.43,0.88,0.0,0.0,0.9,3.21,6860000000.0
2024-04-23,1.43,0.97,0.0,0.0,0.9,3.3,6860000000.0
2024-04-22,1.43,0.97,0.0,0.0,0.9,3.3,6860000000.0
2024-04-21,1.43,1.07,0.0,0.0,0.8,3.3,6860000000.0
2024-04-20,1.43,1.07,0.0,0.0,0.8,3.3,6860000000.0
2024-04-19,1.43,1.07,0.0,0.0,0.8,3.3,6860000000.0
2024-04-18,1.43,1.07,0.0,0.0,0.8,3.3,6860000000.0
2024-04-17,1.35,1.18,0.0,0.0,0.8,3.33,6860000000.0
2024-04-16,1.35,1.18,0.0,0.0,0.8,3.33,6860000000.0
2024-04-15,1.35,1.18,0.0,0.0,0.71,3.24,6860000000.0
2024-04-14,1.35,1.28,0.0,0.0,0.71,3.34,6860000000.0
2024-04-13,1.35,1.28,0.0,0.0,0.71,3.34,6860000000.0
2024-04-12,1.35,1.28,0.0,0.0,0.71,3.34,6860000000.0
2024-04-11,1.35,1.28,0.0,0.0,0.71,3.34,6860000000.0
2024-04-10,1.42,1.39,0.0,0.0,0.6,3.4099999999999997,6860000000.0
2024-04-09,1.5,1.39,0.0,0.0,0.6,3.4899999999999998,6860000000.0
2024-04-08,1.49,1.47,0.0,0.0,0.6,3.56,6860000000.0
2024-04-07,1.49,1.47,0.0,0.0,0.6,3.56,6860000000.0
2024-04-06,1.49,1.47,0.0,0.0,0.6,3.56,6860000000.0
2024-04-05,1.49,1.47,0.0,0.0,0.6,3.56,6860000000.0
2024-04-04,1.49,1.47,0.0,0.0,0.5,3.46,6860000000.0
2024-04-03,1.49,1.47,0.0,0.0,0.5,3.46,6860000000.0
2024-04-02,1.5,1.47,0.0,0.0,0.5,3.4699999999999998,6860000000.0
2024-04-01,1.49,1.5,0.0,0.0,0.5,3.49,6860000000.0
2024-03-31,1.49,1.5,0.0,0.0,0.5,3.49,6860000000.0
2024-03-30,1.49,1.5,0.0,0.0,0.5,3.49,6860000000.0
2024-03-29,1.49,1.5,0.0,0.0,0.5,3.49,6860000000.0
2024-03-28,1.49,1.5,0.0,0.0,0.5,3.49,6860000000.0
2024-03-27,1.49,1.48,0.0,0.0,0.5,3.4699999999999998,6860000000.0
2024-03-26,1.49,1.48,0.0,0.0,0.0,2.9699999999999998,6860000000.0
2024-03-25,1.49,1.48,0.0,0.0,0.0,2.9699999999999998,6860000000.0
2024-03-24,1.49,1.48,0.0,0.0,0.0,2.9699999999999998,6860000000.0
2024-03-23,1.49,1.48,0.0,0.0,0.0,2.9699999999999998,6860000000.0
2024-03-22,1.49,1.48,0.0,0.0,0.0,2.9699999999999998,6860000000.0
2024-03-21,1.49,1.48,0.0,0.0,0.0,2.9699999999999998,6860000000.0
2024-03-20,1.5,1.48,0.0,0.0,0.0,2.98,6860000000.0
2024-03-19,1.5,1.48,0.0,0.0,0.0,2.98,6860000000.0
2024-03-18,1.5,1.48,0.0,0.0,0.0,2.98,6860000000.0
2024-03-17,1.45,1.48,0.0,0.0,0.0,2.9299999999999997,6860000000.0
2024-03-16,1.45,1.48,0.0,0.0,0.0,2.9299999999999997,6860000000.0
2024-03-15,1.45,1.48,0.0,0.0,0.0,2.9299999999999997,6860000000.0
2024-03-14,1.45,1.48,0.0,0.0,0.0,2.9299999999999997,6860000000.0
2024-03-13,1.45,1.48,0.0,0.0,0.0,2.9299999999999997,6860000000.0
2024-03-12,1.45,1.48,0.0,0.0,0.0,2.9299999999999997,6860000000.0
2024-03-11,1.45,1.51,0.0,0.0,0.0,2.96,6860000000.0
2024-03-10,1.54,1.51,0.0,0.0,0.0,3.05,6860000000.0
2024-03-09,1.54,1.51,0.0,0.0,0.0,3.05,6860000000.0
2024-03-08,1.54,1.51,0.0,0.0,0.0,3.05,6860000000.0
2024-03-07,1.54,1.51,0.0,0.0,0.0,3.05,6860000000.0
2024-03-06,1.54,1.51,0.0,0.0,0.0,3.05,6860000000.0
2024-03-05,1.6,1.51,0.0,0.0,0.0,3.1100000000000003,6860000000.0
2024-03-04,1.59,1.45,0.0,0.0,0.0,3.04,6860000000.0
2024-03-03,1.59,1.45,0.0,0.0,0.0,3.04,6860000000.0
2024-03-02,1.59,1.45,0.0,0.0,0.0,3.04,6860000000.0
2024-03-01,1.59,1.45,0.0,0.0,0.0,3.04,6860000000.0
2024-02-29,1.6,1.45,0.0,0.0,0.0,3.05,6860000000.0
2024-02-28,1.6,0.0,0.0,0.0,0.0,1.6,6860000000.0
2024-02-27,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-26,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-25,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-24,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-23,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-22,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-21,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-20,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-19,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-18,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-17,1.54,0.0,0.0,0.0,0.0,1.54,6860000000.0
2024-02-16,1.54,0.0,0.0,0.46,0.0,2.0,6860000000.0
2024-02-15,1.54,0.0,0.0,0.46,0.0,2.0,6860000000.0
2024-02-14,1.46,0.0,0.0,0.46,0.0,1.92,6860000000.0
2024-02-13,1.46,0.0,0.0,0.51,0.0,1.97,6860000000.0
2024-02-12,1.28,0.0,0.0,0.51,0.0,1.79,6860000000.0
2024-02-11,1.28,0.0,0.0,0.0,0.0,1.28,6860000000.0
2024-02-10,1.28,0.0,0.0,0.0,0.0,1.28,6860000000.0
2024-02-09,1.28,0.0,0.0,0.0,0.0,1.28,6860000000.0
2024-02-08,1.31,0.0,0.0,0.0,0.0,1.31,6860000000.0
2024-02-07,1.31,0.0,0.0,0.0,0.0,1.31,6860000000.0
2024-02-06,1.31,0.0,0.0,0.0,0.0,1.31,6860000000.0
2024-02-05,1.28,0.0,0.0,0.0,0.0,1.28,6860000000.0
2024-02-04,1.28,0.0,0.0,0.0,0.0,1.28,6860000000.0
2024-02-03,1.28,0.0,0.0,0.0,0.0,1.28,6860000000.0
2024-02-02,1.28,0.0,0.49,0.0,0.0,1.77,6860000000.0
2024-02-01,1.41,0.0,0.49,0.0,0.0,1.9,6860000000.0
2024-01-31,1.33,0.0,0.49,0.0,0.0,1.82,6860000000.0
2024-01-30,1.33,0.49,0.5,0.0,0.0,2.3200000000000003,6860000000.0
2024-01-29,1.33,0.49,0.0,0.0,0.0,1.82,6860000000.0
2024-01-28,1.33,0.49,0.0,0.0,0.0,1.82,6860000000.0
2024-01-27,1.33,0.49,0.0,0.0,0.0,1.82,6860000000.0
2024-01-26,1.33,0.49,0.0,0.0,0.0,1.82,6860000000.0
2024-01-25,1.33,0.54,0.0,0.0,0.0,1.87,6860000000.0
2024-01-24,1.33,0.54,0.0,0.0,0.0,1.87,6860000000.0
2024-01-23,1.33,0.68,0.0,0.0,0.0,2.0100000000000002,6860000000.0
2024-01-22,1.33,0.68,0.0,0.0,0.0,2.0100000000000002,6860000000.0
2024-01-21,1.33,0.74,0.0,0.0,0.0,2.0700000000000003,6860000000.0
2024-01-20,1.33,0.74,0.0,0.0,0.0,2.0700000000000003,6860000000.0
2024-01-19,1.33,0.74,0.0,0.0,0.0,2.0700000000000003,6860000000.0
2024-01-18,1.33,0.82,0.0,0.0,0.0,2.15,6860000000.0
2024-01-17,1.61,0.91,0.0,0.0,0.0,2.52,6860000000.0
2024-01-16,1.56,0.91,0.0,0.0,0.0,2.47,6860000000.0
2024-01-15,1.56,0.91,0.0,0.0,0.0,2.47,6860000000.0
2024-01-14,1.56,0.91,0.0,0.0,0.0,2.47,6860000000.0
2024-01-13,1.56,0.91,0.0,0.0,0.0,2.47,6860000000.0
2024-01-12,1.56,0.91,0.49,0.0,0.0,2.96,6860000000.0
2024-01-11,1.56,0.89,0.49,0.0,0.0,2.9400000000000004,6860000000.0
2024-01-10,1.56,0.9,0.49,0.0,0.0,2.95,6860000000.0
2024-01-09,1.56,0.86,0.55,0.0,0.0,2.9699999999999998,6860000000.0
2024-01-08,1.56,0.86,0.6,0.0,0.0,3.02,6860000000.0
2024-01-07,1.56,0.86,0.6,0.0,0.0,3.02,6860000000.0
2024-01-06,1.56,0.86,0.6,0.0,0.0,3.02,6860000000.0
2024-01-05,1.56,0.86,0.6,0.0,0.0,3.02,6860000000.0
2024-01-04,1.6,0.91,0.6,0.0,0.0,3.1100000000000003,6860000000.0
2024-01-03,1.6,0.91,0.6,0.0,0.0,3.1100000000000003,6860000000.0
2024-01-02,1.6,0.81,0.6,0.0,0.0,3.0100000000000002,6860000000.0
2024-01-01,1.6,0.81,0.6,0.0,0.0,3.0100000000000002,6860000000.0
2023-12-31,1.6,0.81,0.6,0.0,0.0,3.0100000000000002,6860000000.0
2023-12-30,1.6,0.81,0.6,0.0,0.0,3.0100000000000002,6860000000.0
2023-12-29,1.6,0.81,0.6,0.0,0.0,3.0100000000000002,6860000000.0
2023-12-28,1.6,0.81,0.6,0.0,0.0,3.0100000000000002,6860000000.0
2023-12-27,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-26,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-25,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-24,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-23,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-22,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-21,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-20,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-19,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-18,1.57,0.81,0.55,0.0,0.0,2.9299999999999997,6860000000.0
2023-12-17,1.63,0.81,0.55,0.0,0.0,2.99,6860000000.0
2023-12-16,1.63,0.81,0.55,0.0,0.0,2.99,6860000000.0
2023-12-15,1.63,0.81,0.55,0.0,0.0,2.99,6860000000.0
2023-12-14,1.63,0.78,0.55,0.45,0.0,3.41,6860000000.0
2023-12-13,1.7,0.78,0.55,0.45,0.0,3.4800000000000004,6860000000.0
2023-12-12,1.67,0.89,0.55,0.45,0.0,3.5600000000000005,6860000000.0
2023-12-11,1.67,0.89,0.55,0.5,0.0,3.6100000000000003,6860000000.0
2023-12-10,1.67,0.89,0.67,0.0,0.0,3.23,6860000000.0
2023-12-09,1.67,0.89,0.67,0.0,0.0,3.23,6860000000.0
2023-12-08,1.67,0.89,0.67,0.0,0.0,3.23,6860000000.0
2023-12-07,1.67,0.94,0.67,0.0,0.0,3.28,6860000000.0
2023-12-06,1.67,1.09,0.67,0.0,0.0,3.4299999999999997,6860000000.0
2023-12-05,1.67,1.09,0.67,0.0,0.0,3.4299999999999997,6860000000.0
2023-12-04,1.75,1.09,0.77,0.0,0.0,3.61,6860000000.0
2023-12-03,1.75,1.09,0.77,0.0,0.0,3.61,6860000000.0
2023-12-02,1.75,1.09,0.77,0.0,0.0,3.61,6860000000.0
2023-12-01,1.75,1.09,0.77,0.41,0.0,4.02,6860000000.0
2023-11-30,1.75,1.18,0.77,0.41,0.0,4.109999999999999,6860000000.0
2023-11-29,1.81,1.18,0.81,0.41,0.0,4.21,6860000000.0
2023-11-28,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-27,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-26,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-25,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-24,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-23,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-22,1.81,1.2,0.81,0.51,0.0,4.33,6860000000.0
2023-11-21,1.73,1.2,0.81,0.51,0.0,4.25,6860000000.0
2023-11-20,1.63,1.2,0.78,0.49,0.0,4.1000000000000005,6860000000.0
2023-11-19,1.63,1.17,0.78,0.49,0.0,4.07,6860000000.0
2023-11-18,1.63,1.17,0.78,0.49,0.0,4.07,6860000000.0
2023-11-17,1.63,1.17,0.78,0.49,0.0,4.07,6860000000.0
2023-11-16,1.55,1.17,0.78,0.51,0.0,4.01,6860000000.0
2023-11-15,1.55,1.17,0.78,0.0,0.0,3.5,6860000000.0
2023-11-14,1.55,1.2,0.87,0.0,0.0,3.62,6860000000.0
2023-11-13,1.63,1.2,0.87,0.0,0.0,3.7,6860000000.0
2023-11-12,1.63,1.19,0.87,0.0,0.0,3.69,6860000000.0
2023-11-11,1.63,1.19,0.87,0.0,0.0,3.69,6860000000.0
2023-11-10,1.63,1.19,0.87,0.0,0.0,3.69,6860000000.0
2023-11-09,1.63,1.19,0.87,0.0,0.0,3.69,6860000000.0
2023-11-08,1.58,1.19,0.87,0.0,0.0,3.64,6860000000.0
2023-11-07,1.64,1.19,0.87,0.0,0.0,3.7,6860000000.0
2023-11-06,1.64,1.19,0.87,0.0,0.0,3.7,6860000000.0
2023-11-05,1.64,1.19,0.9,0.0,0.0,3.73,6860000000.0
2023-11-04,1.64,1.19,0.9,0.0,0.0,3.73,6860000000.0
2023-11-03,1.64,1.19,0.9,0.0,0.0,3.73,6860000000.0
2023-11-02,1.64,1.19,0.9,0.0,0.0,3.73,6860000000.0
2023-11-01,1.73,1.19,0.87,0.0,0.0,3.79,6860000000.0
2023-10-31,1.73,1.2,0.87,0.0,0.0,3.8,6860000000.0
2023-10-30,1.73,1.2,0.76,0.0,0.0,3.6899999999999995,6860000000.0
2023-10-29,1.73,1.13,0.76,0.0,0.0,3.62,6860000000.0
2023-10-28,1.73,1.13,0.76,0.0,0.0,3.62,6860000000.0
2023-10-27,1.73,1.13,0.76,0.0,0.0,3.62,6860000000.0
2023-10-26,1.73,1.13,0.76,0.0,0.0,3.62,6860000000.0
2023-10-25,1.68,1.13,0.83,0.0,0.0,3.6399999999999997,6860000000.0
2023-10-24,1.68,1.13,0.83,0.0,0.0,3.6399999999999997,6860000000.0
2023-10-23,1.76,1.13,0.83,0.0,0.0,3.7199999999999998,6860000000.0
2023-10-22,1.87,1.13,0.83,0.0,0.0,3.83,6860000000.0
2023-10-21,1.87,1.13,0.83,0.0,0.0,3.83,6860000000.0
2023-10-20,1.87,1.13,0.83,0.0,0.0,3.83,6860000000.0
2023-10-19,1.87,1.13,0.7,0.0,0.0,3.7,6860000000.0
2023-10-18,1.9,1.13,0.7,0.0,0.0,3.7299999999999995,6860000000.0
2023-10-17,1.9,1.13,0.7,0.0,0.0,3.7299999999999995,6860000000.0
2023-10-16,1.9,1.13,0.7,0.0,0.0,3.7299999999999995,6860000000.0
2023-10-15,1.9,1.13,0.7,0.0,0.0,3.7299999999999995,6860000000.0
2023-10-14,1.9,1.13,0.7,0.0,0.0,3.7299999999999995,6860000000.0
2023-10-13,1.9,1.13,0.7,0.0,0.0,3.7299999999999995,6860000000.0
2023-10-12,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-11,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-10,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-09,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-08,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-07,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-06,1.77,1.13,0.7,0.0,0.0,3.5999999999999996,6860000000.0
2023-10-05,1.83,1.13,0.7,0.0,0.0,3.66,6860000000.0
2023-10-04,1.83,1.13,0.7,0.0,0.0,3.66,6860000000.0
2023-10-03,1.83,1.05,0.7,0.0,0.0,3.58,6860000000.0
2023-10-02,1.83,1.05,0.7,0.0,0.0,3.58,6860000000.0
2023-10-01,1.78,1.05,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-30,1.78,1.05,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-29,1.78,1.05,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-28,1.78,1.05,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-27,1.78,1.05,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-26,1.78,1.05,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-25,1.82,1.05,0.7,0.0,0.0,3.5700000000000003,6860000000.0
2023-09-24,1.82,1.05,0.7,0.0,0.0,3.5700000000000003,6860000000.0
2023-09-23,1.82,1.05,0.7,0.0,0.0,3.5700000000000003,6860000000.0
2023-09-22,1.82,1.05,0.7,0.0,0.0,3.5700000000000003,6860000000.0
2023-09-21,1.73,1.05,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-09-20,1.73,1.05,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-09-19,1.73,1.05,0.7,0.0,0.0,3.4800000000000004,6860000000.0
2023-09-18,1.69,1.05,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-09-17,1.7,1.05,0.7,0.0,0.0,3.45,6860000000.0
2023-09-16,1.7,1.05,0.7,0.0,0.0,3.45,6860000000.0
2023-09-15,1.7,1.05,0.7,0.0,0.0,3.45,6860000000.0
2023-09-14,1.7,1.05,0.7,0.0,0.0,3.45,6860000000.0
2023-09-13,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-12,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-11,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-10,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-09,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-08,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-07,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-06,1.62,1.05,0.7,0.0,0.0,3.37,6860000000.0
2023-09-05,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-04,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-03,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-02,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-09-01,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-08-31,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-08-30,1.72,1.11,0.7,0.0,0.0,3.5300000000000002,6860000000.0
2023-08-29,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-28,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-27,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-26,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-25,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-24,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-23,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-22,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-21,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-20,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-19,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-18,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-17,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-16,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-15,1.63,1.11,0.7,0.0,0.0,3.4400000000000004,6860000000.0
2023-08-14,1.56,1.11,0.7,0.0,0.0,3.37,6860000000.0
2023-08-13,1.56,1.11,0.7,0.0,0.0,3.37,6860000000.0
2023-08-12,1.56,1.11,0.7,0.0,0.0,3.37,6860000000.0
2023-08-11,1.56,1.11,0.7,0.0,0.0,3.37,6860000000.0
2023-08-10,1.56,1.11,0.7,0.0,0.0,3.37,6860000000.0
2023-08-09,1.56,1.08,0.69,0.0,0.0,3.33,6860000000.0
2023-08-08,1.49,1.08,0.69,0.0,0.0,3.2600000000000002,6860000000.0
2023-08-07,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-08-06,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-08-05,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-08-04,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-08-03,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-08-02,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-08-01,1.55,1.08,0.69,0.0,0.0,3.32,6860000000.0
2023-07-31,1.55,1.13,0.69,0.0,0.0,3.3699999999999997,6860000000.0
2023-07-30,1.63,1.13,0.69,0.0,0.0,3.4499999999999997,6860000000.0
2023-07-29,1.63,1.13,0.69,0.0,0.0,3.4499999999999997,6860000000.0
2023-07-28,1.63,1.13,0.69,0.0,0.0,3.4499999999999997,6860000000.0
2023-07-27,1.63,1.13,0.78,0.0,0.0,3.54,6860000000.0
2023-07-26,1.63,1.13,0.81,0.0,0.0,3.57,6860000000.0
2023-07-25,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-24,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-23,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-22,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-21,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-20,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-19,1.59,1.08,0.81,0.0,0.0,3.48,6860000000.0
2023-07-18,1.59,1.1,0.81,0.0,0.0,3.5000000000000004,6860000000.0
2023-07-17,1.59,1.1,0.81,0.0,0.0,3.5000000000000004,6860000000.0
2023-07-16,1.59,1.01,0.81,0.0,0.0,3.41,6860000000.0
2023-07-15,1.59,1.01,0.81,0.0,0.0,3.41,6860000000.0
2023-07-14,1.59,1.01,0.81,0.0,0.0,3.41,6860000000.0
2023-07-13,1.59,1.01,0.81,0.0,0.0,3.41,6860000000.0
2023-07-12,1.62,1.01,0.81,0.0,0.0,3.44,6860000000.0
2023-07-11,1.62,1.01,0.81,0.0,0.0,3.44,6860000000.0
2023-07-10,1.58,1.01,0.7,0.0,0.0,3.29,6860000000.0
2023-07-09,1.58,1.01,0.7,0.0,0.0,3.29,6860000000.0
2023-07-08,1.58,1.01,0.7,0.0,0.0,3.29,6860000000.0
2023-07-07,1.58,1.01,0.7,0.0,0.0,3.29,6860000000.0
2023-07-06,1.58,1.01,0.7,0.0,0.0,3.29,6860000000.0
2023-07-05,1.58,1.01,0.7,0.0,0.0,3.29,6860000000.0
2023-07-04,1.69,1.01,0.7,0.0,0.0,3.4000000000000004,6860000000.0
2023-07-03,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-07-02,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-07-01,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-30,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-29,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-28,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-27,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-26,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-25,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-24,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-23,1.74,1.01,0.7,0.0,0.0,3.45,6860000000.0
2023-06-22,1.69,0.97,0.7,0.0,0.0,3.3600000000000003,6860000000.0
2023-06-21,1.56,0.97,0.7,0.0,0.0,3.2300000000000004,6860000000.0
2023-06-20,1.42,0.88,0.7,0.0,0.0,3.0,6860000000.0
2023-06-19,1.27,0.88,0.7,0.0,0.0,2.8499999999999996,6860000000.0
2023-06-18,1.27,0.88,0.7,0.0,0.0,2.8499999999999996,6860000000.0
2023-06-17,1.27,0.88,0.7,0.0,0.0,2.8499999999999996,6860000000.0
2023-06-16,1.27,0.88,0.7,0.0,0.0,2.8499999999999996,6860000000.0
2023-06-15,1.27,0.88,0.7,0.0,0.0,2.8499999999999996,6860000000.0
2023-06-14,1.27,0.88,0.7,0.0,0.0,2.8499999999999996,6860000000.0
2023-06-13,1.27,0.99,0.7,0.0,0.0,2.96,6860000000.0
2023-06-12,1.47,0.99,0.7,0.0,0.0,3.16,6860000000.0
2023-06-11,1.55,1.05,0.64,0.0,0.0,3.24,6860000000.0
2023-06-10,1.55,1.05,0.64,0.0,0.0,3.24,6860000000.0
2023-06-09,1.55,1.05,0.64,0.0,0.0,3.24,6860000000.0
2023-06-08,1.64,1.05,0.64,0.0,0.0,3.33,6860000000.0
2023-06-07,1.76,1.12,0.55,0.0,0.0,3.4299999999999997,6860000000.0
2023-06-06,1.85,1.12,0.55,0.0,0.0,3.5200000000000005,6860000000.0
2023-06-05,1.74,1.12,0.55,0.0,0.0,3.41,6860000000.0
2023-06-04,1.74,1.01,0.68,0.0,0.0,3.43,6860000000.0
2023-06-03,1.74,1.01,0.68,0.0,0.0,3.43,6860000000.0
2023-06-02,1.74,1.01,0.68,0.0,0.0,3.43,6860000000.0
2023-06-01,1.74,1.01,0.68,0.0,0.0,3.43,6860000000.0
