,-unknown-,<05,<1,<2,<5,>=5,CA,GB,Market_capitalization,NL,US,Total
2023-09-02,0.0,1,1,0,1,0,0.0,1.38,1555240000.0,0.0,0.51,1.89
2023-09-01,0.0,1,1,0,1,0,0.0,1.38,1555240000.0,0.0,0.86,2.2399999999999998
2023-08-31,0.0,1,1,0,1,0,0.0,1.38,1555240000.0,0.0,0.87,2.25
2023-08-30,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.44,1.91
2023-08-29,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.53,2.0
2023-08-28,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.53,2.0
2023-08-27,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.53,2.0
2023-08-26,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.53,2.0
2023-08-25,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.53,2.0
2023-08-24,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.53,2.0
2023-08-23,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.56,2.0300000000000002
2023-08-22,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.56,2.0300000000000002
2023-08-21,0.0,1,1,0,1,0,0.0,1.47,1555240000.0,0.0,0.56,2.0300000000000002
2023-08-20,0.0,1,1,0,1,0,0.0,0.6,1555240000.0,0.0,1.32,1.92
2023-08-19,0.0,1,1,0,1,0,0.0,0.6,1555240000.0,0.0,1.32,1.92
2023-08-18,0.0,1,1,0,1,0,0.0,0.6,1555240000.0,0.0,1.32,1.92
2023-08-17,0.0,1,1,0,1,0,0.0,0.6,1555240000.0,0.0,1.32,1.92
2023-08-16,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-15,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-14,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-13,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-12,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-11,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-10,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-09,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-08,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-07,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-06,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-05,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-04,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-03,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-02,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-08-01,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-31,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-30,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-29,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-28,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-27,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-26,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-25,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-24,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.32,2.0
2023-07-23,0.0,1,1,0,1,0,0.0,0.68,1555240000.0,0.0,1.28,1.96
2023-07-22,0.0,0,2,0,1,0,0.0,0.68,1555240000.0,0.0,1.33,2.0100000000000002
2023-07-21,0.0,0,2,0,1,0,0.0,0.68,1555240000.0,0.0,1.33,2.0100000000000002
2023-07-20,0.0,0,2,0,1,0,0.0,0.68,1555240000.0,0.0,1.33,2.0100000000000002
2023-07-19,0.0,0,2,0,1,0,0.0,0.68,1555240000.0,0.0,1.33,2.0100000000000002
2023-07-18,0.0,0,2,0,1,0,0.0,0.77,1555240000.0,0.0,1.33,2.1
2023-07-17,0.0,0,2,0,1,0,0.0,0.77,1555240000.0,0.0,1.33,2.1
2023-07-16,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.41,2.1799999999999997
2023-07-15,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.41,2.1799999999999997
2023-07-14,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.41,2.1799999999999997
2023-07-13,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.41,2.1799999999999997
2023-07-12,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.41,2.1799999999999997
2023-07-11,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.38,2.15
2023-07-10,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.38,2.15
2023-07-09,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.38,2.15
2023-07-08,0.0,0,1,1,1,0,0.0,0.77,1555240000.0,0.0,1.38,2.15
2023-07-07,0.0,0,1,1,1,0,0.42,0.77,1555240000.0,0.0,1.38,2.57
2023-07-06,0.0,0,1,1,1,0,0.42,0.84,1555240000.0,0.0,1.38,2.6399999999999997
2023-07-05,0.0,0,1,1,1,0,0.42,0.84,1555240000.0,0.0,1.38,2.6399999999999997
2023-07-04,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.38,2.65
2023-07-03,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.38,2.65
2023-07-02,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.41,2.6799999999999997
2023-07-01,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.41,2.6799999999999997
2023-06-30,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.41,2.6799999999999997
2023-06-29,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.41,2.6799999999999997
2023-06-28,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.41,2.6799999999999997
2023-06-27,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.39,2.66
2023-06-26,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.39,2.66
2023-06-25,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.39,2.66
2023-06-24,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.39,2.66
2023-06-23,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.39,2.66
2023-06-22,0.0,0,1,1,1,0,0.43,0.84,1555240000.0,0.0,1.39,2.66
2023-06-21,0.0,0,1,1,1,0,0.43,0.89,1555240000.0,0.0,1.39,2.71
2023-06-20,0.0,0,1,1,1,0,0.43,0.89,1555240000.0,0.0,1.39,2.71
2023-06-19,0.0,0,1,1,1,0,0.55,0.89,1555240000.0,0.4,1.49,3.33
2023-06-18,0.0,0,1,1,1,0,0.55,0.89,1555240000.0,0.4,1.49,3.33
2023-06-17,0.0,0,1,1,1,0,0.55,0.89,1555240000.0,0.4,1.49,3.33
2023-06-16,0.0,0,1,1,1,0,0.55,0.89,1555240000.0,0.4,1.49,3.33
2023-06-15,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.4,1.49,3.4000000000000004
2023-06-14,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,1.95,3.8899999999999997
2023-06-13,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,1.95,3.8899999999999997
2023-06-12,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,1.95,3.8899999999999997
2023-06-11,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.06,4.0
2023-06-10,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.06,4.0
2023-06-09,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.06,4.0
2023-06-08,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.06,4.0
2023-06-07,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.13,4.07
2023-06-06,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.13,4.07
2023-06-05,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.13,4.07
2023-06-04,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-06-03,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-06-02,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-06-01,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-31,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-30,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-29,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-28,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-27,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-26,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-25,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-24,0.0,0,1,1,1,0,0.55,0.96,1555240000.0,0.43,2.16,4.1
2023-05-23,0.0,0,1,1,1,0,0.55,0.95,1555240000.0,0.43,2.16,4.09
2023-05-22,0.0,0,1,1,1,0,0.55,0.95,1555240000.0,0.43,2.23,4.16
2023-05-21,0.0,0,1,1,1,0,0.55,0.95,1555240000.0,0.43,2.23,4.16
2023-05-20,0.0,0,1,1,1,0,0.55,0.95,1555240000.0,0.43,2.23,4.16
2023-05-19,0.0,0,1,1,1,0,0.55,1.09,1555240000.0,0.43,2.23,4.300000000000001
2023-05-18,0.0,0,1,1,1,0,0.55,1.09,1555240000.0,0.43,2.23,4.300000000000001
2023-05-17,0.0,0,1,1,1,0,0.55,1.09,1555240000.0,0.43,2.14,4.210000000000001
2023-05-16,0.0,0,1,1,1,0,0.55,1.41,1555240000.0,0.43,1.12,3.5100000000000002
2023-05-15,0.0,0,1,1,1,0,0.55,1.41,1555240000.0,0.43,1.15,3.54
2023-05-14,0.0,0,1,1,1,0,0.55,1.44,1555240000.0,0.43,1.15,3.57
2023-05-13,0.0,0,1,1,1,0,0.55,1.44,1555240000.0,0.43,1.15,3.57
2023-05-12,0.0,0,1,1,1,0,0.55,1.44,1555240000.0,0.43,1.15,3.57
2023-05-11,0.0,0,1,1,1,0,0.55,0.95,1555240000.0,0.43,1.12,3.05
2023-05-10,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.12,3.08
2023-05-09,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.12,3.08
2023-05-08,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.12,3.08
2023-05-07,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.13,3.09
2023-05-06,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.13,3.09
2023-05-05,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.13,3.09
2023-05-04,0.0,0,1,1,1,0,0.55,0.98,1555240000.0,0.43,1.13,3.09
2023-05-03,0.0,0,1,1,1,0,0.55,0.9,1555240000.0,0.43,1.13,3.01
2023-05-02,0.0,0,1,1,1,0,0.55,0.9,1555240000.0,0.43,1.13,3.01
2023-05-01,0.0,0,1,1,1,0,0.55,0.84,1555240000.0,0.43,1.13,2.95
2023-04-30,0.0,0,1,1,1,0,0.55,0.84,1555240000.0,0.43,1.13,2.95
