,-unknown-,<05,<1,<2,<5,>=5,AE,CA,FR,GB,JE,Market_capitalization,NL,US,Total
2025-05-08,0.0,0,0,1,0,1,0.0,0.0,0.0,3.34,0.0,2007030000.0,1.44,1.27,6.049999999999999
2025-05-07,0.0,0,0,1,0,1,0.0,0.0,0.0,3.34,0.0,2007030000.0,1.44,1.27,6.049999999999999
2025-05-06,0.0,0,0,1,0,1,0.0,0.0,0.0,3.34,0.0,2007030000.0,1.44,1.27,6.049999999999999
2025-05-05,0.0,0,0,1,0,1,0.0,0.0,0.0,3.44,0.0,2007030000.0,1.44,1.2,6.08
2025-05-04,0.0,0,0,1,0,1,0.0,0.0,0.0,3.44,0.0,2007030000.0,1.44,1.1,5.98
2025-05-03,0.0,0,0,1,0,1,0.0,0.0,0.0,3.44,0.0,2007030000.0,1.44,1.1,5.98
2025-05-02,0.0,0,0,1,0,1,0.0,0.0,0.0,3.44,0.0,2007030000.0,1.44,1.1,5.98
2025-05-01,0.0,0,0,1,0,1,0.0,0.0,0.0,3.58,0.0,2007030000.0,1.44,1.1,6.119999999999999
2025-04-30,0.0,0,0,1,0,1,0.0,0.0,0.0,3.58,0.0,2007030000.0,1.44,1.1,6.119999999999999
2025-04-29,0.0,0,0,1,0,1,0.0,0.0,0.0,3.58,0.0,2007030000.0,1.44,1.44,6.459999999999999
2025-04-28,0.0,0,0,1,0,1,0.0,0.0,0.0,3.67,0.0,2007030000.0,1.44,1.41,6.52
2025-04-27,0.0,0,0,1,0,1,0.0,0.0,0.0,3.59,0.0,2007030000.0,1.44,1.34,6.369999999999999
2025-04-26,0.0,0,0,1,0,1,0.0,0.0,0.0,3.59,0.0,2007030000.0,1.44,1.34,6.369999999999999
2025-04-25,0.0,0,0,1,0,1,0.0,0.0,0.0,3.59,0.0,2007030000.0,1.44,1.34,6.369999999999999
2025-04-24,0.0,0,0,1,0,1,0.0,0.0,0.0,3.59,0.0,2007030000.0,1.44,1.29,6.319999999999999
2025-04-23,0.0,0,0,1,0,1,0.0,0.0,0.0,3.59,0.0,2007030000.0,1.44,1.2,6.2299999999999995
2025-04-22,0.0,0,0,1,0,1,0.0,0.0,0.0,3.7,0.0,2007030000.0,1.44,1.13,6.2700000000000005
2025-04-21,0.0,0,0,1,0,1,0.0,0.0,0.0,3.78,0.0,2007030000.0,1.44,1.09,6.31
2025-04-20,0.0,0,0,1,0,1,0.0,0.0,0.0,3.78,0.0,2007030000.0,1.44,1.09,6.31
2025-04-19,0.0,0,0,1,0,1,0.0,0.0,0.0,3.78,0.0,2007030000.0,1.44,1.09,6.31
2025-04-18,0.0,0,0,1,0,1,0.0,0.0,0.0,3.78,0.0,2007030000.0,1.44,1.09,6.31
2025-04-17,0.0,0,0,1,0,1,0.0,0.0,0.0,3.78,0.0,2007030000.0,1.44,1.09,6.31
2025-04-16,0.0,0,0,1,0,1,0.0,0.0,0.0,3.78,0.0,2007030000.0,1.44,1.07,6.29
2025-04-15,0.0,0,0,1,0,1,0.0,0.0,0.0,3.84,0.0,2007030000.0,1.44,1.07,6.35
2025-04-14,0.0,0,0,1,0,1,0.0,0.0,0.0,3.84,0.0,2007030000.0,1.44,1.07,6.35
2025-04-13,0.0,0,0,1,0,1,0.0,0.0,0.0,3.89,0.0,2007030000.0,1.44,1.07,6.4
2025-04-12,0.0,0,0,1,0,1,0.0,0.0,0.0,3.89,0.0,2007030000.0,1.44,1.07,6.4
2025-04-11,0.0,0,0,1,0,1,0.0,0.0,0.0,3.89,0.0,2007030000.0,1.44,1.07,6.4
2025-04-10,0.0,0,0,1,0,1,0.0,0.0,0.0,3.89,0.0,2007030000.0,1.44,1.09,6.42
2025-04-09,0.0,0,0,1,0,1,0.0,0.0,0.0,3.89,0.0,2007030000.0,1.44,1.09,6.42
2025-04-08,0.0,0,0,1,0,1,0.0,0.0,0.0,4.11,0.0,2007030000.0,1.44,1.15,6.700000000000001
2025-04-07,0.0,0,0,1,0,1,0.0,0.0,0.0,4.13,0.0,2007030000.0,1.44,1.15,6.720000000000001
2025-04-06,0.0,0,0,1,0,1,0.0,0.0,0.0,4.11,0.0,2007030000.0,1.44,0.86,6.410000000000001
2025-04-05,0.0,0,0,1,0,1,0.0,0.0,0.0,4.11,0.0,2007030000.0,1.44,0.86,6.410000000000001
2025-04-04,0.0,0,0,1,0,1,0.0,0.0,0.0,4.39,0.0,2007030000.0,1.44,0.86,6.69
2025-04-03,0.0,0,0,1,0,1,0.0,0.0,0.0,4.25,0.0,2007030000.0,1.44,0.94,6.629999999999999
2025-04-02,0.0,0,0,1,0,1,0.0,0.0,0.0,4.25,0.0,2007030000.0,1.44,1.01,6.699999999999999
2025-04-01,0.0,0,1,0,0,1,0.0,0.0,0.0,4.02,0.0,2007030000.0,1.44,1.01,6.469999999999999
2025-03-31,0.0,0,1,0,0,1,0.0,0.0,0.0,4.39,0.0,2007030000.0,1.44,1.08,6.91
2025-03-30,0.0,0,1,0,0,1,0.0,0.0,0.0,4.59,0.0,2007030000.0,1.44,1.08,7.109999999999999
2025-03-29,0.0,0,1,0,0,1,0.0,0.0,0.0,4.59,0.0,2007030000.0,1.44,1.08,7.109999999999999
2025-03-28,0.0,0,1,0,0,1,0.0,0.0,0.0,4.59,0.0,2007030000.0,1.44,1.08,7.109999999999999
2025-03-27,0.0,0,1,0,0,1,0.0,0.0,0.0,4.66,0.0,2007030000.0,1.44,1.13,7.2299999999999995
2025-03-26,0.0,0,1,0,0,1,0.0,0.0,0.0,4.77,0.0,2007030000.0,1.44,1.13,7.339999999999999
2025-03-25,0.0,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,1.44,1.13,7.5200000000000005
2025-03-24,0.0,0,1,0,0,1,0.0,0.0,0.0,5.13,0.0,2007030000.0,1.44,1.23,7.800000000000001
2025-03-23,0.0,0,1,0,0,1,0.0,0.0,0.0,5.23,0.0,2007030000.0,1.44,1.23,7.9
2025-03-22,0.0,0,1,0,0,1,0.0,0.0,0.0,5.23,0.0,2007030000.0,1.44,1.23,7.9
2025-03-21,0.0,0,1,0,0,1,0.0,0.0,0.0,5.23,0.0,2007030000.0,1.44,1.23,7.9
2025-03-20,0.0,0,1,0,0,1,0.0,0.0,0.0,5.12,0.0,2007030000.0,1.51,1.24,7.87
2025-03-19,0.0,0,1,0,0,1,0.0,0.0,0.0,5.35,0.0,2007030000.0,1.72,1.23,8.299999999999999
2025-03-18,0.0,0,1,0,0,1,0.0,0.0,0.0,5.41,0.0,2007030000.0,1.72,1.23,8.36
2025-03-17,0.0,0,1,0,0,1,0.0,0.0,0.0,5.57,0.0,2007030000.0,1.72,1.23,8.52
2025-03-16,0.0,0,1,0,0,1,0.0,0.0,0.0,5.57,0.0,2007030000.0,1.72,1.23,8.52
2025-03-15,0.0,0,1,0,0,1,0.0,0.0,0.0,5.57,0.0,2007030000.0,1.72,1.23,8.52
2025-03-14,0.0,0,0,1,0,1,0.0,0.0,0.0,5.72,0.0,2007030000.0,1.72,1.23,8.67
2025-03-13,0.0,0,0,1,0,1,0.0,0.0,0.0,6.09,0.0,2007030000.0,1.9,1.24,9.23
2025-03-12,0.0,0,0,1,0,1,0.0,0.0,0.0,5.97,0.0,2007030000.0,1.9,1.19,9.059999999999999
2025-03-11,0.0,0,0,1,0,1,0.0,0.0,0.0,6.2,0.0,2007030000.0,1.9,1.04,9.14
2025-03-10,0.0,0,0,1,0,1,0.0,0.0,0.0,6.5,0.0,2007030000.0,1.9,0.9,9.3
2025-03-09,0.0,0,0,1,0,1,0.0,0.0,0.0,6.55,0.0,2007030000.0,1.9,0.83,9.28
2025-03-08,0.0,0,0,1,0,1,0.0,0.0,0.0,6.55,0.0,2007030000.0,1.9,0.83,9.28
2025-03-07,0.0,0,0,1,0,1,0.0,0.0,0.0,6.55,0.0,2007030000.0,1.9,0.83,9.28
2025-03-06,0.0,0,0,1,0,1,0.0,0.0,0.0,6.57,0.0,2007030000.0,1.9,0.83,9.3
2025-03-05,0.0,0,0,1,0,1,0.0,0.0,0.0,5.84,0.0,2007030000.0,1.9,0.83,8.57
2025-03-04,0.34,0,0,1,0,1,0.0,0.0,0.0,5.65,0.0,2007030000.0,1.9,0.83,8.72
2025-03-03,0.34,0,0,1,0,1,0.0,0.0,0.0,5.47,0.0,2007030000.0,1.9,0.83,8.54
2025-03-02,0.34,0,0,1,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.9,0.83,8.18
2025-03-01,0.34,0,0,1,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.9,0.83,8.18
2025-02-28,0.34,0,0,1,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.9,0.83,8.18
2025-02-27,0.34,0,0,1,0,1,0.0,0.0,0.0,5.08,0.0,2007030000.0,1.9,0.83,8.15
2025-02-26,0.34,0,0,1,0,1,0.0,0.0,0.0,5.41,0.0,2007030000.0,1.9,0.78,8.43
2025-02-25,0.34,0,0,1,0,1,0.0,0.0,0.0,5.54,0.0,2007030000.0,1.9,0.78,8.559999999999999
2025-02-24,0.41,0,0,1,0,1,0.0,0.0,0.0,5.54,0.0,2007030000.0,1.9,0.78,8.629999999999999
2025-02-23,0.41,0,0,1,0,1,0.0,0.0,0.0,5.5,0.0,2007030000.0,1.9,0.78,8.59
2025-02-22,0.41,0,0,1,0,1,0.0,0.0,0.0,5.5,0.0,2007030000.0,1.9,0.78,8.59
2025-02-21,0.41,0,0,1,0,1,0.0,0.0,0.0,5.5,0.0,2007030000.0,1.9,0.78,8.59
2025-02-20,0.47,0,0,1,0,1,0.0,0.0,0.0,5.5,0.0,2007030000.0,1.9,0.78,8.649999999999999
2025-02-19,0.47,0,0,1,0,1,0.0,0.0,0.0,5.56,0.0,2007030000.0,1.9,0.69,8.62
2025-02-18,0.47,0,0,1,0,1,0.0,0.0,0.0,5.49,0.0,2007030000.0,1.9,0.69,8.549999999999999
2025-02-17,0.47,0,0,1,0,1,0.0,0.0,0.0,5.3,0.0,2007030000.0,1.9,0.69,8.36
2025-02-16,0.47,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2007030000.0,1.9,0.69,8.36
2025-02-15,0.47,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2007030000.0,1.9,0.69,8.36
2025-02-14,0.47,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2007030000.0,1.9,0.69,8.36
2025-02-13,0.47,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2007030000.0,1.9,0.69,8.43
2025-02-12,0.54,0,1,0,0,1,0.0,0.0,0.0,5.53,0.0,2007030000.0,1.9,0.69,8.66
2025-02-11,0.54,0,1,0,0,1,0.0,0.0,0.0,5.53,0.0,2007030000.0,1.9,0.65,8.620000000000001
2025-02-10,0.54,0,1,0,0,1,0.0,0.0,0.0,5.56,0.0,2007030000.0,1.9,0.65,8.65
2025-02-09,0.54,0,1,0,0,1,0.0,0.0,0.0,5.63,0.0,2007030000.0,1.9,0.65,8.72
2025-02-08,0.54,0,1,0,0,1,0.0,0.0,0.0,5.63,0.0,2007030000.0,1.9,0.65,8.72
2025-02-07,0.54,0,1,0,0,1,0.0,0.0,0.0,5.63,0.0,2007030000.0,1.9,0.65,8.72
2025-02-06,0.54,0,1,0,0,1,0.0,0.0,0.0,5.72,0.0,2007030000.0,1.9,0.65,8.81
2025-02-05,0.54,0,1,0,0,1,0.0,0.0,0.0,5.97,0.0,2007030000.0,1.9,0.55,8.96
2025-02-04,0.54,0,1,0,0,1,0.0,0.0,0.0,5.91,0.0,2007030000.0,1.9,0.55,8.9
2025-02-03,0.54,0,1,0,0,1,0.0,0.0,0.0,5.84,0.0,2007030000.0,1.9,0.55,8.83
2025-02-02,0.54,0,1,0,0,1,0.0,0.0,0.0,5.85,0.0,2007030000.0,1.9,0.55,8.84
2025-02-01,0.54,0,1,0,0,1,0.0,0.0,0.0,5.85,0.0,2007030000.0,1.9,0.55,8.84
2025-01-31,0.54,0,1,0,0,1,0.0,0.0,0.0,5.85,0.0,2007030000.0,1.9,0.55,8.84
2025-01-30,0.54,0,1,0,0,1,0.0,0.0,0.0,5.78,0.0,2007030000.0,1.9,0.55,8.770000000000001
2025-01-29,0.54,0,1,0,0,1,0.0,0.0,0.0,5.47,0.0,2007030000.0,1.9,0.55,8.46
2025-01-28,0.54,0,1,0,0,1,0.0,0.0,0.0,5.57,0.0,2007030000.0,1.9,0.55,8.56
2025-01-27,0.54,0,1,0,0,1,0.0,0.0,0.0,5.48,0.0,2007030000.0,1.9,0.55,8.47
2025-01-26,0.54,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.9,0.55,8.14
2025-01-25,0.54,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.9,0.55,8.14
2025-01-24,0.54,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.9,0.55,8.14
2025-01-23,0.54,0,1,0,0,1,0.0,0.0,0.0,5.08,0.0,2007030000.0,1.9,0.55,8.07
2025-01-22,0.54,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2007030000.0,1.9,0.55,8.05
2025-01-21,0.54,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2007030000.0,1.9,0.48,7.98
2025-01-20,0.54,0,1,0,0,1,0.0,0.0,0.0,5.04,0.0,2007030000.0,1.98,0.48,8.040000000000001
2025-01-19,0.54,0,1,0,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.98,0.48,8.110000000000001
2025-01-18,0.54,0,1,0,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.98,0.48,8.110000000000001
2025-01-17,0.54,0,1,0,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.98,0.48,8.110000000000001
2025-01-16,0.54,0,1,0,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.98,0.48,8.110000000000001
2025-01-15,0.54,0,1,0,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.98,0.48,8.110000000000001
2025-01-14,0.54,0,1,0,0,1,0.0,0.0,0.0,5.11,0.0,2007030000.0,1.98,0.48,8.110000000000001
2025-01-13,0.54,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.98,0.48,8.15
2025-01-12,0.56,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.98,0.48,8.170000000000002
2025-01-11,0.56,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.98,0.48,8.170000000000002
2025-01-10,0.56,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2007030000.0,1.98,0.48,8.170000000000002
2025-01-09,0.56,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,1.98,0.47,7.96
2025-01-08,0.56,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,1.98,0.47,7.96
2025-01-07,0.56,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.08,0.47,8.06
2025-01-06,0.52,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.17,0.47,8.110000000000001
2025-01-05,0.43,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.21,0.47,8.06
2025-01-04,0.43,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.21,0.47,8.06
2025-01-03,0.43,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.21,0.47,8.06
2025-01-02,0.36,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.21,0.47,7.99
2025-01-01,0.0,0,1,0,0,1,0.0,0.0,0.0,4.95,0.0,2007030000.0,2.21,0.47,7.63
2024-12-31,0.0,0,1,0,0,1,0.0,0.0,0.0,5.36,0.0,2557030000.0,2.43,0.52,8.31
2024-12-30,0.0,0,1,0,0,1,0.0,0.0,0.0,5.36,0.0,2557030000.0,2.43,0.52,8.31
2024-12-29,0.0,0,1,0,0,1,0.0,0.0,0.0,5.36,0.0,2557030000.0,2.43,0.52,8.31
2024-12-28,0.0,0,1,0,0,1,0.0,0.0,0.0,5.36,0.0,2557030000.0,2.43,0.52,8.31
2024-12-27,0.0,0,1,0,0,1,0.0,0.0,0.0,5.36,0.0,2557030000.0,2.43,0.52,8.31
2024-12-26,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.52,8.32
2024-12-25,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.52,8.32
2024-12-24,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.52,8.32
2024-12-23,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.52,8.32
2024-12-22,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.54,8.34
2024-12-21,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.54,8.34
2024-12-20,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.54,8.34
2024-12-19,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.54,8.34
2024-12-18,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.47,8.270000000000001
2024-12-17,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.47,8.270000000000001
2024-12-16,0.0,0,1,0,0,1,0.0,0.0,0.0,5.37,0.0,2557030000.0,2.43,0.38,8.180000000000001
2024-12-15,0.0,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2557030000.0,2.43,0.38,8.110000000000001
2024-12-14,0.0,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2557030000.0,2.43,0.38,8.110000000000001
2024-12-13,0.0,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2557030000.0,2.43,0.38,8.110000000000001
2024-12-12,0.0,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2557030000.0,2.43,0.38,8.110000000000001
2024-12-11,0.0,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2557030000.0,2.43,0.38,8.110000000000001
2024-12-10,0.0,0,1,0,0,1,0.0,0.0,0.0,5.3,0.0,2557030000.0,2.43,0.36,8.09
2024-12-09,0.0,0,1,0,0,1,0.0,0.0,0.0,5.23,0.0,2557030000.0,2.43,0.36,8.02
2024-12-08,0.0,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2557030000.0,2.43,0.38,7.96
2024-12-07,0.0,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2557030000.0,2.43,0.38,7.96
2024-12-06,0.0,0,1,0,0,1,0.0,0.0,0.0,5.15,0.0,2557030000.0,2.43,0.38,7.96
2024-12-05,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-12-04,0.0,0,1,0,0,1,0.0,0.0,0.0,5.14,0.0,2557030000.0,2.43,0.0,7.57
2024-12-03,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-12-02,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-12-01,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-11-30,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-11-29,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-11-28,0.0,0,1,0,0,1,0.0,0.0,0.0,5.12,0.0,2557030000.0,2.43,0.0,7.550000000000001
2024-11-27,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-11-26,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-11-25,0.0,0,1,0,0,1,0.0,0.0,0.0,5.06,0.0,2557030000.0,2.43,0.0,7.49
2024-11-24,0.0,0,1,0,0,1,0.0,0.0,0.0,4.83,0.0,2557030000.0,2.43,0.0,7.26
2024-11-23,0.0,0,1,0,0,1,0.0,0.0,0.0,4.83,0.0,2557030000.0,2.43,0.0,7.26
2024-11-22,0.0,0,1,0,0,1,0.0,0.0,0.0,4.83,0.0,2557030000.0,2.43,0.0,7.26
2024-11-21,0.0,0,1,0,0,1,0.0,0.0,0.0,4.81,0.0,2557030000.0,2.43,0.0,7.24
2024-11-20,0.0,0,0,0,0,1,0.0,0.0,0.0,4.69,0.0,2557030000.0,2.43,0.0,7.120000000000001
2024-11-19,0.0,0,0,0,0,1,0.0,0.0,0.0,4.69,0.0,2557030000.0,2.43,0.0,7.120000000000001
2024-11-18,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-17,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-16,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-15,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-14,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-13,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-12,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-11,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-10,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-09,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-08,0.0,0,0,0,0,1,0.0,0.0,0.0,4.3,0.0,2557030000.0,2.43,0.0,6.73
2024-11-07,0.0,0,0,0,0,1,0.0,0.0,0.0,4.26,0.0,2557030000.0,2.43,0.0,6.6899999999999995
2024-11-06,0.0,0,0,0,0,1,0.0,0.0,0.0,4.27,0.0,2557030000.0,2.43,0.0,6.699999999999999
2024-11-05,0.0,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.640000000000001
2024-11-04,0.0,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.640000000000001
2024-11-03,0.0,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.640000000000001
2024-11-02,0.0,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.640000000000001
2024-11-01,0.0,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.640000000000001
2024-10-31,0.34,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.98
2024-10-30,0.34,0,0,0,0,1,0.0,0.0,0.0,4.21,0.0,2557030000.0,2.43,0.0,6.98
2024-10-29,0.34,0,0,0,0,1,0.0,0.0,0.0,4.13,0.0,2557030000.0,2.55,0.0,7.02
2024-10-28,0.34,0,0,0,0,1,0.0,0.0,0.0,4.13,0.0,2557030000.0,2.55,0.0,7.02
2024-10-27,0.34,0,0,0,0,1,0.0,0.0,0.0,4.07,0.0,2557030000.0,2.55,0.0,6.96
2024-10-26,0.34,0,0,0,0,1,0.0,0.0,0.0,4.07,0.0,2557030000.0,2.55,0.0,6.96
2024-10-25,0.34,0,0,0,0,1,0.0,0.0,0.0,4.07,0.0,2557030000.0,2.55,0.0,6.96
2024-10-24,0.34,0,0,0,0,1,0.0,0.0,0.0,4.07,0.0,2557030000.0,2.55,0.0,6.96
