,<05,<1,<2,<5,>=5,FR,GB,Market_capitalization,NL,US,Total
2025-04-28,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-27,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-26,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-25,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-24,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-23,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-22,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-21,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-20,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-19,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-18,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-17,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-16,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-15,0,1,2,0,0,0.06,0.95,35970000000.0,0.0,0.12,1.13
2025-04-14,0,1,2,0,0,0.06,0.95,35970000000.0,0.0,0.12,1.13
2025-04-13,0,1,2,0,0,0.06,0.95,35970000000.0,0.0,0.12,1.13
2025-04-12,0,1,2,0,0,0.06,0.95,35970000000.0,0.0,0.12,1.13
2025-04-11,0,1,2,0,0,0.06,0.95,35970000000.0,0.0,0.12,1.13
2025-04-10,0,1,2,0,0,0.06,0.95,35970000000.0,0.0,0.12,1.13
2025-04-09,0,1,2,0,0,0.06,0.96,35970000000.0,0.0,0.12,1.1400000000000001
2025-04-08,0,1,2,0,0,0.06,0.96,35970000000.0,0.0,0.12,1.1400000000000001
2025-04-07,0,1,2,0,0,0.06,0.96,35970000000.0,0.0,0.12,1.1400000000000001
2025-04-06,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-05,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-04,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-03,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-02,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-04-01,0,1,2,0,0,0.06,0.93,35970000000.0,0.0,0.12,1.1099999999999999
2025-03-31,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.12,1.1
2025-03-30,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.12,1.1
2025-03-29,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.12,1.1
2025-03-28,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.12,1.1
2025-03-27,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.12,1.1
2025-03-26,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.05,1.03
2025-03-25,0,1,2,0,0,0.05,0.93,35970000000.0,0.0,0.05,1.03
2025-03-24,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-23,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-22,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-21,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-20,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-19,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-18,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-17,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-16,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-15,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-14,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-13,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-12,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-11,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-10,0,1,2,0,0,0.0,0.93,35970000000.0,0.0,0.05,0.9800000000000001
2025-03-09,0,1,2,0,0,0.0,0.92,35970000000.0,0.0,0.05,0.9700000000000001
2025-03-08,0,1,2,0,0,0.0,0.92,35970000000.0,0.0,0.05,0.9700000000000001
2025-03-07,0,1,2,0,0,0.0,0.92,35970000000.0,0.0,0.05,0.9700000000000001
2025-03-06,0,1,2,0,0,0.0,0.94,35970000000.0,0.0,0.05,0.99
2025-03-05,0,0,3,0,0,0.0,1.0,35970000000.0,0.0,0.05,1.05
2025-03-04,0,0,3,0,0,0.0,1.01,35970000000.0,0.0,0.05,1.06
2025-03-03,0,0,3,0,0,0.0,1.0,35970000000.0,0.0,0.05,1.05
2025-03-02,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-03-01,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-28,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-27,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-26,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-25,0,0,3,0,0,0.0,1.09,35970000000.0,0.0,0.05,1.1400000000000001
2025-02-24,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-23,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-22,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-21,0,0,3,0,0,0.0,1.08,35970000000.0,0.0,0.05,1.1300000000000001
2025-02-20,0,0,3,0,0,0.0,1.09,35970000000.0,0.0,0.05,1.1400000000000001
2025-02-19,0,0,3,0,0,0.0,1.1,35970000000.0,0.0,0.05,1.1500000000000001
2025-02-18,0,0,3,0,0,0.0,1.1,35970000000.0,0.0,0.05,1.1500000000000001
2025-02-17,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-16,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-15,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-14,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-13,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-12,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-11,0,0,3,0,0,0.0,1.11,35970000000.0,0.0,0.05,1.1600000000000001
2025-02-10,0,1,2,0,0,0.0,1.12,35970000000.0,0.0,0.0,1.12
2025-02-09,0,0,3,0,0,0.0,1.13,35970000000.0,0.0,0.0,1.13
2025-02-08,0,0,3,0,0,0.0,1.13,35970000000.0,0.0,0.0,1.13
2025-02-07,0,0,3,0,0,0.0,1.13,35970000000.0,0.0,0.0,1.13
2025-02-06,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-02-05,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-02-04,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-02-03,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-02-02,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-02-01,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-01-31,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-01-30,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-01-29,0,0,3,0,0,0.0,1.16,35970000000.0,0.0,0.0,1.16
2025-01-28,0,0,3,0,0,0.0,1.16,35970000000.0,0.0,0.0,1.16
2025-01-27,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-01-26,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-01-25,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-01-24,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-01-23,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-01-22,0,0,3,0,0,0.0,1.15,35970000000.0,0.0,0.0,1.15
2025-01-21,0,0,3,0,0,0.0,1.13,35970000000.0,0.0,0.0,1.13
2025-01-20,0,0,3,0,0,0.0,1.13,35970000000.0,0.0,0.0,1.13
2025-01-19,0,0,3,0,0,0.0,1.14,35970000000.0,0.0,0.0,1.14
2025-01-18,0,0,3,0,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-17,0,0,3,0,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-16,0,1,2,0,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-15,0,1,2,0,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-14,0,1,1,1,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-13,0,1,1,1,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-12,0,1,1,1,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-11,0,1,1,1,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-10,0,1,1,1,0,0.05,1.14,35970000000.0,0.0,0.0,1.19
2025-01-09,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-08,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-07,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-06,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-05,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-04,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-03,0,1,1,1,0,0.05,1.13,35970000000.0,0.0,0.0,1.18
2025-01-02,0,1,2,0,0,0.05,1.12,35970000000.0,0.0,0.0,1.1700000000000002
2025-01-01,0,1,2,0,0,0.05,1.12,35970000000.0,0.0,0.0,1.1700000000000002
2024-12-31,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-30,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-29,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-28,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-27,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-26,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-25,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-24,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-23,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-22,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-21,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-20,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-19,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-18,0,1,2,0,0,0.03,1.11,35560000000.0,0.0,0.0,1.1400000000000001
2024-12-17,0,1,2,0,0,0.03,1.03,35560000000.0,0.0,0.0,1.06
2024-12-16,0,1,2,0,0,0.03,1.02,35560000000.0,0.0,0.0,1.05
2024-12-15,0,1,2,0,0,0.03,1.02,35560000000.0,0.0,0.0,1.05
2024-12-14,0,1,2,0,0,0.03,1.02,35560000000.0,0.0,0.0,1.05
2024-12-13,0,1,2,0,0,0.03,1.02,35560000000.0,0.0,0.0,1.05
2024-12-12,0,1,2,0,0,0.03,1.02,35560000000.0,0.0,0.0,1.05
2024-12-11,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-10,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-09,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-08,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-07,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-06,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-05,0,1,2,0,0,0.03,1.01,35560000000.0,0.0,0.0,1.04
2024-12-04,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-12-03,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-12-02,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-12-01,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-11-30,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-11-29,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-11-28,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-11-27,0,1,2,0,0,0.03,1.0,35560000000.0,0.0,0.0,1.03
2024-11-26,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-25,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-24,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-23,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-22,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-21,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-20,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-19,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-18,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-17,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-16,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-15,0,2,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-14,1,1,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-13,1,1,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-12,1,1,1,0,0,0.03,0.58,35560000000.0,0.0,0.0,0.61
2024-11-11,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-10,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-09,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-08,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-07,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-06,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-05,1,1,1,0,0,0.03,0.56,35560000000.0,0.0,0.0,0.5900000000000001
2024-11-04,1,1,0,1,0,0.03,0.55,35560000000.0,0.0,0.03,0.6100000000000001
2024-11-03,1,1,0,1,0,0.03,0.55,35560000000.0,0.0,0.03,0.6100000000000001
2024-11-02,1,1,0,1,0,0.03,0.55,35560000000.0,0.0,0.03,0.6100000000000001
2024-11-01,1,1,0,1,0,0.03,0.55,35560000000.0,0.0,0.03,0.6100000000000001
2024-10-31,1,1,0,1,0,0.03,0.55,35560000000.0,0.0,0.03,0.6100000000000001
2024-10-30,1,1,0,1,0,0.03,0.55,35560000000.0,0.0,0.03,0.6100000000000001
2024-10-29,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-28,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-27,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-26,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-25,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-24,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-23,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-22,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-21,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-20,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-19,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-18,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-17,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-16,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-15,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-14,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-13,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-12,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-11,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-10,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-09,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-08,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-07,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-06,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-05,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-04,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-03,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-02,1,1,0,1,0,0.03,0.54,35560000000.0,0.0,0.03,0.6000000000000001
2024-10-01,1,1,1,0,0,0.03,0.53,35560000000.0,0.0,0.03,0.5900000000000001
2024-09-30,1,1,1,0,0,0.03,0.53,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-29,1,1,1,0,0,0.03,0.53,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-28,1,1,1,0,0,0.03,0.53,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-27,1,1,1,0,0,0.03,0.53,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-26,1,1,1,0,0,0.03,0.53,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-25,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-24,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-23,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-22,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-21,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-20,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-19,1,1,1,0,0,0.03,0.53,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-18,1,1,1,0,0,0.03,0.54,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-17,1,1,1,0,0,0.04,0.54,33570000000.0,0.0,0.03,0.6100000000000001
2024-09-16,1,1,1,0,0,0.04,0.54,33570000000.0,0.0,0.03,0.6100000000000001
2024-09-15,1,1,1,0,0,0.04,0.54,33570000000.0,0.0,0.03,0.6100000000000001
2024-09-14,1,1,1,0,0,0.04,0.54,33570000000.0,0.0,0.03,0.6100000000000001
2024-09-13,1,1,1,0,0,0.04,0.54,33570000000.0,0.0,0.03,0.6100000000000001
2024-09-12,1,1,1,0,0,0.04,0.53,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-11,1,1,1,0,0,0.04,0.53,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-10,1,1,1,0,0,0.04,0.53,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-09,1,1,1,0,0,0.04,0.52,33570000000.0,0.0,0.03,0.5900000000000001
2024-09-08,1,1,1,0,0,0.05,0.52,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-07,1,1,1,0,0,0.05,0.52,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-06,1,1,1,0,0,0.05,0.52,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-05,1,1,1,0,0,0.05,0.52,33570000000.0,0.0,0.03,0.6000000000000001
2024-09-04,0,2,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-09-03,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-09-02,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-09-01,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-31,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-30,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-29,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-28,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-27,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-26,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-25,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-24,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-23,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-22,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-21,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-20,0,2,1,0,0,0.05,0.49,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-19,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-18,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-17,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-16,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-15,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-14,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-13,0,2,1,0,0,0.06,0.49,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-12,0,2,1,0,0,0.06,0.48,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-11,0,2,1,0,0,0.06,0.48,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-10,0,2,1,0,0,0.06,0.48,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-09,0,2,1,0,0,0.06,0.48,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-08,0,2,1,0,0,0.06,0.48,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-07,0,2,1,0,0,0.06,0.48,33570000000.0,0.0,0.03,0.5700000000000001
2024-08-06,0,2,1,0,0,0.07,0.48,33570000000.0,0.0,0.03,0.5800000000000001
2024-08-05,0,2,1,0,0,0.08,0.48,33570000000.0,0.0,0.03,0.59
2024-08-04,0,2,1,0,0,0.08,0.48,33570000000.0,0.0,0.03,0.59
2024-08-03,0,2,1,0,0,0.08,0.48,33570000000.0,0.0,0.03,0.59
2024-08-02,0,2,1,0,0,0.08,0.48,33570000000.0,0.0,0.03,0.59
2024-08-01,1,1,1,0,0,0.08,0.46,33570000000.0,0.0,0.03,0.5700000000000001
2024-07-31,1,1,1,0,0,0.08,0.46,33570000000.0,0.0,0.03,0.5700000000000001
2024-07-30,1,1,1,0,0,0.06,0.46,33570000000.0,0.0,0.03,0.55
2024-07-29,1,1,1,0,0,0.06,0.46,33570000000.0,0.0,0.03,0.55
2024-07-28,1,1,1,0,0,0.06,0.46,33570000000.0,0.0,0.03,0.55
2024-07-27,1,1,1,0,0,0.06,0.46,33570000000.0,0.0,0.03,0.55
2024-07-26,1,1,1,0,0,0.06,0.46,33570000000.0,0.0,0.03,0.55
2024-07-25,0,2,1,0,0,0.06,0.54,33570000000.0,0.0,0.03,0.6300000000000001
2024-07-24,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-23,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-22,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-21,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-20,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-19,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-18,0,2,1,0,0,0.05,0.54,33570000000.0,0.0,0.03,0.6200000000000001
2024-07-17,1,1,1,0,0,0.05,0.47,33570000000.0,0.0,0.03,0.55
2024-07-16,1,1,1,0,0,0.05,0.47,33570000000.0,0.0,0.03,0.55
2024-07-15,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-14,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-13,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-12,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-11,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-10,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-09,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
2024-07-08,1,1,1,0,0,0.05,0.53,33570000000.0,0.0,0.03,0.6100000000000001
