,-unknown-,<05,<1,<2,<5,>=5,FR,GB,IE,Market_capitalization,US,Total
2023-09-05,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-09-04,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-09-03,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-09-02,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-09-01,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-31,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-30,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-29,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-28,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-27,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-26,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-25,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-24,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-23,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-22,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-21,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-20,0.0,3,0,0,0,0,0.0,0.09,0.0,20251910000.0,0.0,0.09
2023-08-19,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-18,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-17,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-16,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-15,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-14,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-13,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-12,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-11,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-10,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-09,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-08,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-07,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-06,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-05,0.0,2,1,0,0,0,0.0,0.09,0.0,20251910000.0,0.1,0.19
2023-08-04,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-08-03,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-08-02,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-08-01,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-31,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-30,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-29,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-28,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-27,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-26,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-25,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-24,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-23,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-22,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-21,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-20,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-19,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-18,0.0,2,1,0,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.51
2023-07-17,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-16,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-15,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-14,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-13,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-12,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-11,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-10,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-09,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-08,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-07,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-06,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-05,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-04,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-03,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-02,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-07-01,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-06-30,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-06-29,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-06-28,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-06-27,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.1,0.6
2023-06-26,0.09,2,0,1,0,0,0.0,0.41,0.0,20251910000.0,0.17,0.67
2023-06-25,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-24,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-23,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-22,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-21,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-20,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-19,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-18,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-17,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-16,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-15,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-14,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-13,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-12,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-11,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-10,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-09,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-08,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-07,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-06,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-05,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-04,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-03,0.09,2,0,1,0,0,0.0,0.5,0.0,20251910000.0,0.17,0.76
2023-06-02,0.09,2,0,1,0,0,0.0,0.52,0.0,20251910000.0,0.17,0.78
2023-06-01,0.09,2,0,1,0,0,0.0,0.52,0.0,20251910000.0,0.17,0.78
2023-05-31,0.09,2,0,1,0,0,0.0,0.52,0.0,20251910000.0,0.17,0.78
2023-05-30,0.09,2,0,1,0,0,0.0,0.52,0.0,20251910000.0,0.17,0.78
2023-05-29,0.09,1,1,1,0,0,0.0,0.52,0.0,20251910000.0,0.18,0.79
2023-05-28,0.09,1,1,1,0,0,0.0,0.52,0.0,20251910000.0,0.18,0.79
2023-05-27,0.09,1,1,1,0,0,0.0,0.52,0.0,20251910000.0,0.18,0.79
2023-05-26,0.09,1,1,1,0,0,0.0,0.52,0.0,20251910000.0,0.18,0.79
2023-05-25,0.09,1,1,1,0,0,0.0,0.52,0.0,20251910000.0,0.18,0.79
2023-05-24,0.09,1,1,1,0,0,0.0,0.52,0.0,20251910000.0,0.18,0.79
2023-05-23,0.09,1,1,0,1,0,0.0,0.54,0.0,20251910000.0,0.18,0.81
2023-05-22,0.09,1,1,0,1,0,0.0,0.59,0.0,20251910000.0,0.18,0.8599999999999999
2023-05-21,0.09,1,0,1,1,0,0.0,0.59,0.0,20251910000.0,0.2,0.8799999999999999
2023-05-20,0.09,1,0,1,1,0,0.0,0.59,0.0,20251910000.0,0.2,0.8799999999999999
2023-05-19,0.09,1,0,1,1,0,0.0,0.59,0.0,20251910000.0,0.2,0.8799999999999999
2023-05-18,0.09,1,0,1,1,0,0.0,0.59,0.0,20251910000.0,0.2,0.8799999999999999
2023-05-17,0.09,1,0,1,1,0,0.0,0.59,0.0,20251910000.0,0.2,0.8799999999999999
2023-05-16,0.09,1,0,1,1,0,0.0,0.58,0.0,20251910000.0,0.2,0.8699999999999999
2023-05-15,0.09,1,0,1,1,0,0.0,0.58,0.0,20251910000.0,0.2,0.8699999999999999
2023-05-14,0.09,1,0,1,1,0,0.0,0.58,0.0,20251910000.0,0.2,0.8699999999999999
2023-05-13,0.09,1,0,1,1,0,0.0,0.58,0.0,20251910000.0,0.2,0.8699999999999999
2023-05-12,0.09,1,0,1,1,0,0.0,0.58,0.0,20251910000.0,0.2,0.8699999999999999
2023-05-11,0.09,1,0,1,1,0,0.0,0.54,0.0,20251910000.0,0.2,0.8300000000000001
2023-05-10,0.09,1,0,1,1,0,0.0,0.54,0.0,20251910000.0,0.2,0.8300000000000001
2023-05-09,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-08,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-07,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-06,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-05,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-04,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-03,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-02,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-05-01,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
2023-04-30,0.09,1,0,2,0,0,0.0,0.43,0.0,20251910000.0,0.2,0.72
