,-unknown-,<05,<1,<2,<5,>=5,CA,GB,JE,Market_capitalization,NL,US,Total
2025-04-28,0.4,0,0,1,2,0,0.16,0.45,0.2,3648140000.0,0.0,1.38,2.59
2025-04-27,0.4,0,0,1,2,0,0.16,0.45,0.2,3648140000.0,0.0,1.38,2.59
2025-04-26,0.4,0,0,1,2,0,0.16,0.45,0.2,3648140000.0,0.0,1.38,2.59
2025-04-25,0.4,0,0,1,2,0,0.16,0.45,0.2,3648140000.0,0.0,1.38,2.59
2025-04-24,0.4,0,0,1,2,0,0.16,0.45,0.2,3648140000.0,0.0,1.38,2.59
2025-04-23,0.4,0,0,1,2,0,0.16,0.45,0.2,3648140000.0,0.0,1.38,2.59
2025-04-22,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-21,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-20,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-19,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-18,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-17,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-16,0.4,0,0,1,2,0,0.16,0.47,0.2,3648140000.0,0.0,1.4,2.63
2025-04-15,0.4,0,0,1,2,0,0.16,0.42,0.2,3648140000.0,0.0,1.4,2.58
2025-04-14,0.4,0,0,1,2,0,0.16,0.42,0.2,3648140000.0,0.0,1.4,2.58
2025-04-13,0.4,0,0,1,2,0,0.16,0.42,0.2,3648140000.0,0.0,1.4,2.58
2025-04-12,0.4,0,0,1,2,0,0.16,0.42,0.2,3648140000.0,0.0,1.4,2.58
2025-04-11,0.4,0,0,1,2,0,0.16,0.66,0.2,3648140000.0,0.0,1.4,2.8200000000000003
2025-04-10,0.4,0,0,2,1,0,0.16,0.63,0.2,3648140000.0,0.0,1.38,2.7699999999999996
2025-04-09,0.4,0,0,2,1,0,0.16,0.61,0.21,3648140000.0,0.0,1.39,2.7699999999999996
2025-04-08,0.4,0,0,2,1,0,0.16,0.66,0.21,3648140000.0,0.0,1.38,2.81
2025-04-07,0.4,0,0,2,1,0,0.16,0.71,0.21,3648140000.0,0.0,1.38,2.86
2025-04-06,0.4,0,0,1,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.38,2.6799999999999997
2025-04-05,0.4,0,0,1,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.38,2.6799999999999997
2025-04-04,0.4,0,0,1,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.38,2.6799999999999997
2025-04-03,0.4,0,0,1,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.37,2.67
2025-04-02,0.4,0,0,1,2,0,0.16,0.58,0.17,3648140000.0,0.0,1.39,2.7
2025-04-01,0.4,0,0,1,2,0,0.16,0.58,0.17,3648140000.0,0.0,1.37,2.68
2025-03-31,0.4,0,0,1,2,0,0.16,0.58,0.17,3648140000.0,0.0,1.37,2.68
2025-03-30,0.4,0,0,1,2,0,0.16,0.58,0.17,3648140000.0,0.0,1.38,2.69
2025-03-29,0.4,0,0,1,2,0,0.16,0.58,0.17,3648140000.0,0.0,1.38,2.69
2025-03-28,0.4,0,0,1,2,0,0.16,0.58,0.17,3648140000.0,0.0,1.38,2.69
2025-03-27,0.4,0,1,0,2,0,0.16,0.49,0.17,3648140000.0,0.0,1.37,2.59
2025-03-26,0.4,0,1,0,2,0,0.16,0.53,0.17,3648140000.0,0.0,1.61,2.87
2025-03-25,0.4,0,1,0,2,0,0.16,0.53,0.17,3648140000.0,0.0,1.61,2.87
2025-03-24,0.4,0,1,0,2,0,0.16,0.53,0.17,3648140000.0,0.0,1.64,2.9
2025-03-23,0.4,0,1,0,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.7,3.0
2025-03-22,0.4,0,1,0,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.7,3.0
2025-03-21,0.4,0,1,0,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.7,3.0
2025-03-20,0.4,0,1,0,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.7,3.0
2025-03-19,0.4,0,1,0,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.7,3.0
2025-03-18,0.4,0,1,0,2,0,0.16,0.57,0.17,3648140000.0,0.0,1.7,3.0
2025-03-17,0.4,0,1,0,2,0,0.16,0.63,0.17,3648140000.0,0.0,1.72,3.08
2025-03-16,0.4,0,1,0,2,0,0.16,0.63,0.17,3648140000.0,0.0,1.72,3.08
2025-03-15,0.4,0,1,0,2,0,0.16,0.63,0.17,3648140000.0,0.0,1.72,3.08
2025-03-14,0.4,0,1,0,2,0,0.16,0.63,0.17,3648140000.0,0.0,1.72,3.08
2025-03-13,0.4,0,1,0,2,0,0.16,0.63,0.16,3648140000.0,0.0,1.72,3.07
2025-03-12,0.4,0,1,0,2,0,0.16,0.63,0.16,3648140000.0,0.0,1.46,2.8099999999999996
2025-03-11,0.4,0,1,0,2,0,0.16,0.63,0.16,3648140000.0,0.0,1.46,2.8099999999999996
2025-03-10,0.4,0,1,0,2,0,0.16,0.63,0.16,3648140000.0,0.0,1.48,2.83
2025-03-09,0.4,0,1,0,2,0,0.16,0.66,0.16,3648140000.0,0.0,1.46,2.84
2025-03-08,0.4,0,1,0,2,0,0.16,0.66,0.16,3648140000.0,0.0,1.46,2.84
2025-03-07,0.4,0,1,0,2,0,0.16,0.66,0.16,3648140000.0,0.0,1.46,2.84
2025-03-06,0.4,0,1,0,2,0,0.16,0.66,0.16,3648140000.0,0.0,1.46,2.84
2025-03-05,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.44,2.83
2025-03-04,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.42,2.81
2025-03-03,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.42,2.81
2025-03-02,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.38,2.77
2025-03-01,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.38,2.77
2025-02-28,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.38,2.77
2025-02-27,0.4,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.58,2.97
2025-02-26,0.16,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.4,2.55
2025-02-25,0.16,0,1,0,2,0,0.16,0.66,0.17,3648140000.0,0.0,1.4,2.55
2025-02-24,0.16,0,1,0,2,0,0.16,0.61,0.17,3648140000.0,0.0,1.45,2.55
2025-02-23,0.16,0,1,0,2,0,0.16,0.61,0.2,3648140000.0,0.0,1.45,2.58
2025-02-22,0.16,0,1,0,2,0,0.16,0.61,0.2,3648140000.0,0.0,1.45,2.58
2025-02-21,0.16,0,1,0,2,0,0.16,0.61,0.2,3648140000.0,0.0,1.45,2.58
2025-02-20,0.16,0,1,0,2,0,0.16,0.61,0.2,3648140000.0,0.0,1.43,2.5599999999999996
2025-02-19,0.16,0,1,0,2,0,0.16,0.61,0.2,3648140000.0,0.0,1.51,2.6399999999999997
2025-02-18,0.16,0,1,0,2,0,0.16,0.54,0.2,3648140000.0,0.0,1.51,2.5700000000000003
2025-02-17,0.16,0,1,0,2,0,0.16,0.54,0.21,3648140000.0,0.0,1.53,2.6
2025-02-16,0.16,0,1,0,2,0,0.16,0.54,0.21,3648140000.0,0.0,1.53,2.6
2025-02-15,0.16,0,1,0,2,0,0.16,0.54,0.21,3648140000.0,0.0,1.53,2.6
2025-02-14,0.16,0,1,0,2,0,0.16,0.54,0.21,3648140000.0,0.0,1.77,2.84
2025-02-13,0.16,0,1,0,2,0,0.16,0.54,0.21,3648140000.0,0.0,1.77,2.84
2025-02-12,0.16,0,1,0,2,0,0.16,0.5,0.21,3648140000.0,0.0,1.77,2.8
2025-02-11,0.16,0,1,0,2,0,0.16,0.5,0.21,3648140000.0,0.0,1.77,2.8
2025-02-10,0.16,0,1,0,2,0,0.16,0.43,0.21,3648140000.0,0.0,1.77,2.73
2025-02-09,0.16,0,1,0,2,0,0.16,0.43,0.21,3648140000.0,0.0,1.71,2.67
2025-02-08,0.16,0,1,0,2,0,0.16,0.43,0.21,3648140000.0,0.0,1.71,2.67
2025-02-07,0.16,0,1,0,2,0,0.16,0.43,0.21,3648140000.0,0.0,1.71,2.67
2025-02-06,0.16,0,1,1,1,0,0.16,0.54,0.17,3648140000.0,0.0,0.92,1.9500000000000002
2025-02-05,0.16,0,1,1,1,0,0.16,0.46,0.17,3648140000.0,0.0,0.9,1.85
2025-02-04,0.16,0,1,1,1,0,0.16,0.46,0.17,3648140000.0,0.0,0.9,1.85
2025-02-03,0.16,0,1,1,1,0,0.19,0.46,0.17,3648140000.0,0.0,0.9,1.8800000000000001
2025-02-02,0.16,0,1,1,1,0,0.19,0.46,0.17,3648140000.0,0.0,0.92,1.9000000000000001
2025-02-01,0.16,0,1,1,1,0,0.19,0.46,0.17,3648140000.0,0.0,0.92,1.9000000000000001
2025-01-31,0.16,0,1,1,1,0,0.19,0.46,0.17,3648140000.0,0.0,0.92,1.9000000000000001
2025-01-30,0.16,0,1,1,1,0,0.19,0.46,0.17,3648140000.0,0.0,0.91,1.8900000000000001
2025-01-29,0.16,0,1,1,1,0,0.19,0.46,0.17,3648140000.0,0.0,0.91,1.8900000000000001
2025-01-28,0.16,0,1,1,1,0,0.19,0.41,0.17,3648140000.0,0.0,0.91,1.84
2025-01-27,0.16,0,1,1,1,0,0.19,0.41,0.17,3648140000.0,0.0,0.91,1.84
2025-01-26,0.16,0,1,1,1,0,0.19,0.41,0.17,3648140000.0,0.0,0.91,1.84
2025-01-25,0.16,0,1,1,1,0,0.19,0.41,0.17,3648140000.0,0.0,0.91,1.84
2025-01-24,0.16,0,1,1,1,0,0.19,0.41,0.17,3648140000.0,0.0,0.91,1.84
2025-01-23,0.16,0,1,1,1,0,0.19,0.41,0.17,3648140000.0,0.0,0.89,1.82
2025-01-22,0.16,0,2,0,1,0,0.19,0.17,0.17,3648140000.0,0.0,0.89,1.58
2025-01-21,0.16,0,2,0,1,0,0.19,0.17,0.2,3648140000.0,0.0,0.9,1.62
2025-01-20,0.19,0,2,0,1,0,0.0,0.17,0.2,3648140000.0,0.0,0.9,1.46
2025-01-19,0.19,0,2,0,1,0,0.0,0.17,0.2,3648140000.0,0.0,0.89,1.4500000000000002
2025-01-18,0.19,0,2,0,1,0,0.0,0.17,0.2,3648140000.0,0.0,0.89,1.4500000000000002
2025-01-17,0.19,0,1,1,1,0,0.0,0.17,0.2,3648140000.0,0.0,1.13,1.69
2025-01-16,0.21,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.1,1.86
2025-01-15,0.24,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.1,1.8900000000000001
2025-01-14,0.21,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.11,1.87
2025-01-13,0.21,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.12,1.8800000000000001
2025-01-12,0.21,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.13,1.89
2025-01-11,0.21,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.13,1.89
2025-01-10,0.21,0,0,2,1,0,0.0,0.35,0.2,3648140000.0,0.0,1.13,1.89
2025-01-09,0.21,0,0,2,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.13,1.88
2025-01-08,0.19,0,0,2,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.13,1.8599999999999999
2025-01-07,0.19,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.04,1.77
2025-01-06,0.19,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.04,1.77
2025-01-05,0.17,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.04,1.75
2025-01-04,0.17,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.04,1.75
2025-01-03,0.17,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.04,1.75
2025-01-02,0.17,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.0,1.71
2025-01-01,0.15,0,1,1,1,0,0.0,0.34,0.2,3648140000.0,0.0,1.0,1.69
2024-12-31,0.18,0,1,1,1,0,0.0,0.36,0.25,4118140000.0,0.0,1.05,1.84
2024-12-30,0.18,0,1,1,1,0,0.0,0.36,0.25,4118140000.0,0.0,1.05,1.84
2024-12-29,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,0.83,1.62
2024-12-28,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,0.83,1.62
2024-12-27,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,0.83,1.62
2024-12-26,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,0.83,1.62
2024-12-25,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,0.83,1.62
2024-12-24,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,0.83,1.62
2024-12-23,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,1.03,1.82
2024-12-22,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,1.03,1.82
2024-12-21,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,1.03,1.82
2024-12-20,0.18,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.0,1.03,1.82
2024-12-19,0.25,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.2,1.03,2.09
2024-12-18,0.25,0,2,0,1,0,0.0,0.36,0.25,4118140000.0,0.2,1.03,2.09
2024-12-17,0.25,0,2,0,1,0,0.0,0.36,0.21,4118140000.0,0.2,1.03,2.05
2024-12-16,0.25,0,2,0,1,0,0.0,0.36,0.21,4118140000.0,0.2,1.03,2.05
2024-12-15,0.21,0,2,0,1,0,0.0,0.46,0.21,4118140000.0,0.2,1.03,2.1100000000000003
2024-12-14,0.21,0,2,0,1,0,0.0,0.46,0.21,4118140000.0,0.2,1.03,2.1100000000000003
2024-12-13,0.21,0,2,0,1,0,0.0,0.46,0.21,4118140000.0,0.2,1.03,2.1100000000000003
2024-12-12,0.21,0,2,0,1,0,0.0,0.46,0.21,4118140000.0,0.2,1.03,2.1100000000000003
2024-12-11,0.21,0,2,0,1,0,0.0,0.46,0.21,4118140000.0,0.2,1.03,2.1100000000000003
2024-12-10,0.21,0,2,0,1,0,0.0,0.49,0.21,4118140000.0,0.2,1.03,2.1399999999999997
2024-12-09,0.21,0,2,0,1,0,0.0,0.49,0.21,4118140000.0,0.2,1.03,2.1399999999999997
2024-12-08,0.21,0,2,0,1,0,0.0,0.49,0.21,4118140000.0,0.2,1.03,2.1399999999999997
2024-12-07,0.21,0,2,0,1,0,0.0,0.49,0.21,4118140000.0,0.2,1.03,2.1399999999999997
2024-12-06,0.21,0,2,0,1,0,0.0,0.49,0.21,4118140000.0,0.2,1.03,2.1399999999999997
2024-12-05,0.21,0,1,0,1,1,0.0,2.05,0.21,4118140000.0,0.2,1.03,3.7
2024-12-04,0.2,0,1,0,1,1,0.0,2.04,0.21,4118140000.0,0.2,1.03,3.6800000000000006
2024-12-03,0.23,0,1,0,1,1,0.0,2.04,0.21,4118140000.0,0.2,1.03,3.71
2024-12-02,0.23,0,1,1,0,1,0.0,2.04,0.21,4118140000.0,0.2,0.81,3.49
2024-12-01,0.28,0,1,1,0,1,0.0,2.04,0.21,4118140000.0,0.2,0.81,3.5400000000000005
2024-11-30,0.28,0,1,1,0,1,0.0,2.04,0.21,4118140000.0,0.2,0.81,3.5400000000000005
2024-11-29,0.28,0,1,1,0,1,0.0,2.04,0.21,4118140000.0,0.2,0.81,3.5400000000000005
2024-11-28,0.28,0,1,1,0,1,0.0,2.04,0.21,4118140000.0,0.2,0.81,3.5400000000000005
2024-11-27,0.28,0,1,1,0,1,0.0,2.01,0.21,4118140000.0,0.2,0.81,3.5100000000000002
2024-11-26,0.28,0,1,1,0,1,0.0,2.01,0.21,4118140000.0,0.2,0.81,3.5100000000000002
2024-11-25,0.28,0,1,1,0,1,0.0,2.01,0.21,4118140000.0,0.2,0.81,3.5100000000000002
2024-11-24,0.28,0,1,1,0,1,0.0,2.16,0.21,4118140000.0,0.2,0.81,3.6600000000000006
2024-11-23,0.28,0,1,1,0,1,0.0,2.16,0.21,4118140000.0,0.2,0.81,3.6600000000000006
2024-11-22,0.28,0,1,1,0,1,0.0,2.16,0.21,4118140000.0,0.2,0.81,3.6600000000000006
2024-11-21,0.28,0,1,1,0,1,0.0,2.16,0.21,4118140000.0,0.2,0.81,3.6600000000000006
2024-11-20,0.28,0,1,1,0,1,0.0,2.15,0.21,4118140000.0,0.2,0.81,3.65
2024-11-19,0.3,0,1,1,0,1,0.0,2.14,0.21,4118140000.0,0.2,0.81,3.66
2024-11-18,0.29,0,1,1,0,1,0.0,2.1,0.21,4118140000.0,0.2,0.81,3.6100000000000003
2024-11-17,0.29,0,1,1,0,1,0.0,2.09,0.21,4118140000.0,0.2,0.61,3.4
2024-11-16,0.29,0,1,1,0,1,0.0,2.09,0.21,4118140000.0,0.2,0.61,3.4
2024-11-15,0.29,0,1,1,0,1,0.0,2.09,0.21,4118140000.0,0.2,0.61,3.4
2024-11-14,0.29,0,1,1,0,1,0.0,2.11,0.21,4118140000.0,0.2,0.61,3.42
2024-11-13,0.29,0,1,1,0,1,0.0,2.15,0.21,4118140000.0,0.2,0.61,3.46
2024-11-12,0.29,0,1,1,0,1,0.0,2.15,0.0,4118140000.0,0.2,0.61,3.25
2024-11-11,0.28,0,1,1,0,1,0.0,2.15,0.0,4118140000.0,0.2,0.61,3.2399999999999998
2024-11-10,0.28,0,1,1,0,1,0.0,2.15,0.0,4118140000.0,0.2,0.63,3.26
2024-11-09,0.28,0,1,1,0,1,0.0,2.15,0.0,4118140000.0,0.2,0.63,3.26
2024-11-08,0.28,0,1,1,0,1,0.0,2.15,0.0,4118140000.0,0.2,0.63,3.26
2024-11-07,0.32,0,1,1,0,1,0.0,2.16,0.0,4118140000.0,0.2,0.63,3.31
2024-11-06,0.32,0,1,1,0,1,0.0,2.18,0.0,4118140000.0,0.2,0.63,3.33
2024-11-05,0.32,0,1,1,0,1,0.0,2.13,0.0,4118140000.0,0.2,0.66,3.31
2024-11-04,0.32,0,1,1,0,1,0.0,2.17,0.0,4118140000.0,0.2,0.66,3.35
2024-11-03,0.33,0,1,1,0,1,0.0,2.16,0.0,4118140000.0,0.2,0.66,3.3500000000000005
2024-11-02,0.33,0,1,1,0,1,0.0,2.16,0.0,4118140000.0,0.2,0.74,3.4300000000000006
2024-11-01,0.33,0,1,1,0,1,0.0,2.16,0.0,4118140000.0,0.2,0.74,3.4300000000000006
2024-10-31,0.33,0,1,1,0,1,0.0,2.18,0.0,4118140000.0,0.2,0.74,3.45
2024-10-30,0.33,0,1,1,0,1,0.0,2.1,0.0,4118140000.0,0.2,0.74,3.37
2024-10-29,0.29,0,1,1,0,1,0.0,2.08,0.0,4118140000.0,0.2,0.74,3.3100000000000005
2024-10-28,0.23,1,0,1,0,1,0.0,2.08,0.0,4118140000.0,0.2,0.74,3.25
2024-10-27,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.74,3.01
2024-10-26,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.74,3.01
2024-10-25,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.74,3.01
2024-10-24,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-23,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-22,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-21,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-20,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-19,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-18,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-17,0.0,1,0,1,0,1,0.0,2.06,0.0,4118140000.0,0.2,0.69,2.95
2024-10-16,0.0,1,0,1,0,1,0.0,2.1,0.0,4118140000.0,0.2,0.69,2.99
2024-10-15,0.0,1,0,1,0,1,0.0,2.1,0.0,4118140000.0,0.2,0.69,2.99
2024-10-14,0.0,1,0,1,0,1,0.0,2.1,0.0,4118140000.0,0.2,0.69,2.99
2024-10-13,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-12,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-11,0.0,1,0,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.69,2.96
2024-10-10,0.0,1,0,1,0,1,0.0,2.03,0.0,4118140000.0,0.2,0.69,2.92
2024-10-09,0.0,1,0,1,0,1,0.0,2.03,0.0,4118140000.0,0.2,0.69,2.92
2024-10-08,0.0,1,0,1,0,1,0.0,2.03,0.0,4118140000.0,0.2,0.68,2.91
2024-10-07,0.0,0,1,1,0,1,0.0,2.09,0.0,4118140000.0,0.2,0.77,3.06
2024-10-06,0.0,0,1,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.72,2.99
2024-10-05,0.0,0,1,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.72,2.99
2024-10-04,0.0,0,1,1,0,1,0.0,2.07,0.0,4118140000.0,0.2,0.72,2.99
2024-10-03,0.0,0,1,1,0,1,0.0,2.04,0.0,4118140000.0,0.2,0.72,2.96
2024-10-02,0.0,0,1,1,0,1,0.0,2.01,0.0,4118140000.0,0.2,0.72,2.9299999999999997
2024-10-01,0.0,0,1,1,0,1,0.0,2.01,0.0,4118140000.0,0.2,0.72,2.9299999999999997
2024-09-30,0.0,0,1,1,0,1,0.0,1.85,0.0,4880000000.0,0.17,0.64,2.66
2024-09-29,0.0,0,1,1,0,1,0.0,1.87,0.0,4880000000.0,0.17,0.64,2.68
2024-09-28,0.0,0,1,1,0,1,0.0,1.87,0.0,4880000000.0,0.17,0.64,2.68
2024-09-27,0.0,0,1,1,0,1,0.0,1.87,0.0,4880000000.0,0.17,0.64,2.68
2024-09-26,0.0,0,1,1,1,0,0.0,1.72,0.0,4880000000.0,0.17,0.66,2.55
2024-09-25,0.0,0,1,1,0,1,0.0,1.78,0.0,4880000000.0,0.17,0.83,2.78
2024-09-24,0.0,0,1,1,0,1,0.0,1.78,0.0,4880000000.0,0.17,0.83,2.78
2024-09-23,0.0,0,1,1,0,1,0.0,1.81,0.0,4880000000.0,0.17,0.84,2.82
2024-09-22,0.0,0,1,1,0,1,0.0,1.81,0.0,4880000000.0,0.17,0.85,2.83
2024-09-21,0.0,0,1,1,0,1,0.0,1.81,0.0,4880000000.0,0.17,0.85,2.83
2024-09-20,0.0,0,1,1,0,1,0.0,1.81,0.0,4880000000.0,0.17,0.85,2.83
2024-09-19,0.0,0,1,1,0,1,0.0,1.74,0.0,4880000000.0,0.17,0.85,2.76
2024-09-18,0.0,0,1,1,0,1,0.0,1.74,0.0,4880000000.0,0.17,0.85,2.76
2024-09-17,0.0,0,1,1,0,1,0.0,1.69,0.0,4880000000.0,0.17,0.84,2.6999999999999997
2024-09-16,0.0,0,1,1,0,1,0.0,1.73,0.0,4880000000.0,0.17,0.84,2.7399999999999998
2024-09-15,0.0,0,1,1,1,0,0.0,1.73,0.0,4880000000.0,0.17,0.65,2.55
2024-09-14,0.0,0,1,1,1,0,0.0,1.73,0.0,4880000000.0,0.17,0.65,2.55
2024-09-13,0.0,0,1,1,1,0,0.0,1.73,0.0,4880000000.0,0.17,0.65,2.55
2024-09-12,0.0,0,1,1,1,0,0.0,1.75,0.0,4880000000.0,0.17,0.65,2.57
2024-09-11,0.0,0,1,1,1,0,0.0,1.77,0.0,4880000000.0,0.17,0.65,2.59
2024-09-10,0.0,0,1,1,1,0,0.0,1.66,0.0,4880000000.0,0.17,0.65,2.48
2024-09-09,0.0,0,1,1,1,0,0.0,1.58,0.0,4880000000.0,0.17,0.65,2.4
2024-09-08,0.0,1,0,1,1,0,0.0,1.43,0.0,4880000000.0,0.17,0.65,2.25
2024-09-07,0.0,1,0,1,1,0,0.0,1.59,0.0,4880000000.0,0.17,0.65,2.41
2024-09-06,0.0,1,0,1,1,0,0.0,1.59,0.0,4880000000.0,0.17,0.65,2.41
2024-09-05,0.0,1,0,1,1,0,0.0,1.58,0.0,4880000000.0,0.17,0.47,2.2199999999999998
2024-09-04,0.0,1,0,1,1,0,0.0,1.58,0.0,4880000000.0,0.17,0.47,2.2199999999999998
2024-09-03,0.0,1,0,1,1,0,0.0,1.61,0.0,4880000000.0,0.17,0.47,2.25
2024-09-02,0.0,1,0,1,1,0,0.0,1.64,0.0,4880000000.0,0.17,0.47,2.28
2024-09-01,0.0,1,0,1,1,0,0.0,1.64,0.0,4880000000.0,0.17,0.47,2.28
2024-08-31,0.0,1,0,1,1,0,0.0,1.64,0.0,4880000000.0,0.17,0.47,2.28
2024-08-30,0.0,1,0,1,1,0,0.0,1.64,0.0,4880000000.0,0.17,0.47,2.28
2024-08-29,0.0,1,0,1,1,0,0.0,1.67,0.0,4880000000.0,0.17,0.47,2.3099999999999996
2024-08-28,0.0,1,0,1,0,1,0.0,1.72,0.0,4880000000.0,0.17,0.47,2.36
2024-08-27,0.0,1,0,1,0,1,0.0,1.72,0.0,4880000000.0,0.17,0.47,2.36
2024-08-26,0.0,1,0,1,0,1,0.0,1.72,0.0,4880000000.0,0.17,0.47,2.36
2024-08-25,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.47,2.3899999999999997
2024-08-24,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.47,2.3899999999999997
2024-08-23,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.47,2.3899999999999997
2024-08-22,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.5,2.42
2024-08-21,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.5,2.42
2024-08-20,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.5,2.42
2024-08-19,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.17,0.46,2.38
2024-08-18,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.21,0.46,2.42
2024-08-17,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.21,0.46,2.42
2024-08-16,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.21,0.46,2.42
2024-08-15,0.0,1,0,1,0,1,0.0,1.75,0.0,4880000000.0,0.25,0.46,2.46
2024-08-14,0.0,1,0,1,0,1,0.0,1.91,0.0,4880000000.0,0.25,0.46,2.62
2024-08-13,0.0,1,0,1,0,1,0.0,1.94,0.0,4880000000.0,0.25,0.46,2.65
2024-08-12,0.0,1,0,1,0,1,0.0,1.94,0.0,4880000000.0,0.25,0.45,2.64
2024-08-11,0.0,1,0,1,0,1,0.0,1.94,0.0,4880000000.0,0.25,0.45,2.64
2024-08-10,0.0,1,0,1,0,1,0.0,1.94,0.0,4880000000.0,0.25,0.45,2.64
