,-unknown-,<05,<1,<2,<5,>=5,CA,FR,GB,JE,Market_capitalization,NL,US,Total
2025-05-05,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-05-04,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-05-03,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-05-02,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-05-01,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-30,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-29,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-28,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-27,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-26,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-25,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-24,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-23,0.13,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.8
2025-04-22,0.1,1,4,1,2,1,0.0,0.0,1.01,0.0,53662590000.0,0.12,0.53,1.76
2025-04-21,0.1,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.7700000000000002
2025-04-20,0.1,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.7700000000000002
2025-04-19,0.1,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.7700000000000002
2025-04-18,0.1,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.7700000000000002
2025-04-17,0.1,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.7700000000000002
2025-04-16,0.1,1,4,1,2,1,0.0,0.0,1.02,0.0,53662590000.0,0.12,0.53,1.7700000000000002
2025-04-15,0.1,1,4,1,2,1,0.0,0.0,1.07,0.0,53662590000.0,0.12,0.57,1.8599999999999999
2025-04-14,0.11,1,4,1,2,1,0.0,0.0,1.1,0.0,53662590000.0,0.11,0.57,1.8900000000000001
2025-04-13,0.11,1,4,1,2,1,0.0,0.0,1.1,0.0,53662590000.0,0.11,0.57,1.8900000000000001
2025-04-12,0.11,1,4,1,2,1,0.0,0.0,1.1,0.0,53662590000.0,0.11,0.57,1.8900000000000001
2025-04-11,0.11,1,4,1,2,1,0.0,0.0,1.1,0.0,53662590000.0,0.11,0.57,1.8900000000000001
2025-04-10,0.1,1,4,1,2,1,0.0,0.0,1.1,0.0,53662590000.0,0.11,0.57,1.8800000000000003
2025-04-09,0.1,1,4,1,2,1,0.0,0.0,1.08,0.0,53662590000.0,0.11,0.57,1.8600000000000003
2025-04-08,0.1,1,4,1,2,1,0.0,0.0,1.09,0.0,53662590000.0,0.11,0.55,1.8500000000000003
2025-04-07,0.1,1,5,0,2,1,0.0,0.0,1.11,0.0,53662590000.0,0.11,0.51,1.8300000000000003
2025-04-06,0.09,1,5,0,2,1,0.0,0.0,1.11,0.0,53662590000.0,0.11,0.51,1.8200000000000003
2025-04-05,0.09,1,5,0,2,1,0.0,0.0,1.11,0.0,53662590000.0,0.11,0.51,1.8200000000000003
2025-04-04,0.09,1,5,0,2,1,0.0,0.0,1.11,0.0,53662590000.0,0.11,0.51,1.8200000000000003
2025-04-03,0.09,1,5,0,2,1,0.0,0.0,1.11,0.0,53662590000.0,0.11,0.38,1.6900000000000004
2025-04-02,0.09,1,4,1,2,1,0.0,0.0,1.13,0.0,53662590000.0,0.1,0.38,1.7000000000000002
2025-04-01,0.09,1,4,1,2,1,0.0,0.0,1.13,0.0,53662590000.0,0.1,0.34,1.6600000000000001
2025-03-31,0.09,1,4,1,2,1,0.0,0.0,1.15,0.0,53662590000.0,0.1,0.34,1.6800000000000002
2025-03-30,0.09,1,4,1,2,1,0.0,0.0,1.14,0.0,53662590000.0,0.1,0.34,1.6700000000000002
2025-03-29,0.09,1,4,1,2,1,0.0,0.0,1.14,0.0,53662590000.0,0.1,0.34,1.6700000000000002
2025-03-28,0.09,1,4,1,2,1,0.0,0.0,1.14,0.0,53662590000.0,0.1,0.34,1.6700000000000002
2025-03-27,0.09,1,4,1,2,1,0.0,0.0,1.08,0.0,53662590000.0,0.1,0.34,1.6100000000000003
2025-03-26,0.09,1,4,1,2,1,0.0,0.0,1.08,0.0,53662590000.0,0.1,0.34,1.6100000000000003
2025-03-25,0.09,2,3,1,2,1,0.0,0.0,1.08,0.0,53662590000.0,0.1,0.27,1.5400000000000003
2025-03-24,0.09,2,3,2,1,1,0.0,0.0,1.05,0.0,53662590000.0,0.1,0.14,1.3800000000000003
2025-03-23,0.09,2,3,2,1,1,0.0,0.0,1.04,0.0,53662590000.0,0.1,0.14,1.37
2025-03-22,0.09,2,3,2,1,1,0.0,0.0,1.04,0.0,53662590000.0,0.1,0.14,1.37
2025-03-21,0.09,2,3,2,1,1,0.0,0.0,1.04,0.0,53662590000.0,0.1,0.14,1.37
2025-03-20,0.1,2,3,2,1,1,0.0,0.0,1.05,0.0,53662590000.0,0.1,0.14,1.3900000000000001
2025-03-19,0.1,2,3,2,1,1,0.0,0.0,1.03,0.0,53662590000.0,0.1,0.14,1.37
2025-03-18,0.1,2,4,1,1,1,0.0,0.0,0.9,0.0,53662590000.0,0.1,0.14,1.2400000000000002
2025-03-17,0.1,2,4,1,1,1,0.0,0.0,0.84,0.0,53662590000.0,0.1,0.14,1.1800000000000002
2025-03-16,0.1,2,3,2,1,1,0.0,0.0,0.84,0.0,53662590000.0,0.1,0.2,1.24
2025-03-15,0.1,2,3,2,1,1,0.0,0.0,0.84,0.0,53662590000.0,0.1,0.2,1.24
2025-03-14,0.1,2,3,2,1,1,0.0,0.0,0.84,0.0,53662590000.0,0.1,0.2,1.24
2025-03-13,0.1,2,3,2,1,1,0.0,0.0,0.83,0.0,53662590000.0,0.1,0.2,1.23
2025-03-12,0.1,2,3,2,1,1,0.0,0.0,0.84,0.0,53662590000.0,0.1,0.2,1.24
2025-03-11,0.1,2,3,2,1,1,0.0,0.0,0.79,0.0,53662590000.0,0.1,0.2,1.19
2025-03-10,0.1,3,2,2,1,1,0.0,0.0,0.64,0.0,53662590000.0,0.1,0.2,1.04
2025-03-09,0.1,3,2,2,1,1,0.0,0.0,0.63,0.0,53662590000.0,0.1,0.2,1.03
2025-03-08,0.1,3,2,2,1,1,0.0,0.0,0.63,0.0,53662590000.0,0.1,0.2,1.03
2025-03-07,0.1,3,2,2,1,1,0.0,0.0,0.63,0.0,53662590000.0,0.1,0.2,1.03
2025-03-06,0.11,4,1,2,1,1,0.0,0.0,0.63,0.0,53662590000.0,0.1,0.2,1.04
2025-03-05,0.11,4,1,2,1,1,0.0,0.0,0.6,0.0,53662590000.0,0.1,0.2,1.01
2025-03-04,0.11,4,1,2,1,1,0.0,0.0,0.6,0.0,53662590000.0,0.1,0.2,1.01
2025-03-03,0.11,5,0,2,1,1,0.0,0.0,0.55,0.0,53662590000.0,0.1,0.2,0.96
2025-03-02,0.11,5,0,2,1,1,0.0,0.0,0.55,0.0,53662590000.0,0.1,0.2,0.96
2025-03-01,0.11,5,0,2,1,1,0.0,0.0,0.55,0.0,53662590000.0,0.1,0.2,0.96
2025-02-28,0.11,5,0,2,1,1,0.0,0.0,0.55,0.0,53662590000.0,0.1,0.2,0.96
2025-02-27,0.11,5,0,2,1,1,0.0,0.0,0.54,0.0,53662590000.0,0.1,0.2,0.95
2025-02-26,0.11,5,0,2,1,1,0.0,0.0,0.53,0.0,53662590000.0,0.1,0.17,0.91
2025-02-25,0.12,5,0,2,1,1,0.0,0.0,0.54,0.0,53662590000.0,0.1,0.17,0.93
2025-02-24,0.12,5,0,2,1,1,0.0,0.0,0.45,0.0,53662590000.0,0.1,0.16,0.8300000000000001
2025-02-23,0.12,5,0,2,1,1,0.0,0.0,0.45,0.0,53662590000.0,0.1,0.16,0.8300000000000001
2025-02-22,0.12,5,0,2,1,1,0.0,0.0,0.45,0.0,53662590000.0,0.1,0.16,0.8300000000000001
2025-02-21,0.12,5,0,2,1,1,0.0,0.0,0.45,0.0,53662590000.0,0.1,0.16,0.8300000000000001
2025-02-20,0.12,5,0,2,1,1,0.0,0.0,0.46,0.0,53662590000.0,0.1,0.16,0.8400000000000001
2025-02-19,0.12,5,0,2,1,1,0.0,0.0,0.46,0.0,53662590000.0,0.1,0.16,0.8400000000000001
2025-02-18,0.12,5,0,2,1,1,0.0,0.0,0.47,0.0,53662590000.0,0.1,0.16,0.85
2025-02-17,0.12,5,0,2,1,1,0.0,0.0,0.47,0.0,53662590000.0,0.1,0.16,0.85
2025-02-16,0.12,5,0,2,1,1,0.0,0.0,0.47,0.0,53662590000.0,0.1,0.16,0.85
2025-02-15,0.12,5,0,2,1,1,0.0,0.0,0.47,0.0,53662590000.0,0.1,0.16,0.85
2025-02-14,0.12,5,0,2,1,1,0.0,0.0,0.47,0.0,53662590000.0,0.1,0.16,0.85
2025-02-13,0.12,5,0,2,1,1,0.0,0.0,0.5,0.0,53662590000.0,0.1,0.16,0.88
2025-02-12,0.12,5,0,2,1,1,0.0,0.0,0.5,0.0,53662590000.0,0.11,0.16,0.89
2025-02-11,0.12,5,0,2,1,1,0.0,0.0,0.5,0.0,53662590000.0,0.11,0.16,0.89
2025-02-10,0.12,5,0,2,1,1,0.0,0.0,0.49,0.0,53662590000.0,0.11,0.16,0.88
2025-02-09,0.12,5,0,2,1,1,0.0,0.0,0.49,0.0,53662590000.0,0.11,0.16,0.88
2025-02-08,0.12,5,0,2,1,1,0.0,0.0,0.49,0.0,53662590000.0,0.11,0.16,0.88
2025-02-07,0.12,5,0,2,1,1,0.0,0.0,0.49,0.0,53662590000.0,0.11,0.16,0.88
2025-02-06,0.12,5,0,2,1,1,0.0,0.0,0.48,0.0,53662590000.0,0.11,0.16,0.87
2025-02-05,0.12,5,0,2,1,1,0.0,0.0,0.48,0.0,53662590000.0,0.11,0.16,0.87
2025-02-04,0.12,5,0,2,1,1,0.0,0.0,0.48,0.0,53662590000.0,0.11,0.16,0.87
2025-02-03,0.12,5,0,2,1,1,0.0,0.0,0.48,0.0,53662590000.0,0.11,0.16,0.87
2025-02-02,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-02-01,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-31,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-30,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-29,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-28,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-27,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-26,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-25,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-24,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-23,0.12,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-22,0.11,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.8
2025-01-21,0.11,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.8
2025-01-20,0.1,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.79
2025-01-19,0.1,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.79
2025-01-18,0.1,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.79
2025-01-17,0.1,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.79
2025-01-16,0.1,5,1,1,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.79
2025-01-15,0.1,5,2,0,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.79
2025-01-14,0.12,5,2,0,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-13,0.12,5,2,0,1,1,0.0,0.0,0.42,0.0,53662590000.0,0.11,0.16,0.81
2025-01-12,0.12,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.8
2025-01-11,0.12,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.8
2025-01-10,0.12,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.8
2025-01-09,0.13,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.81
2025-01-08,0.13,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.81
2025-01-07,0.13,5,2,0,1,1,0.0,0.0,0.4,0.0,53662590000.0,0.11,0.16,0.8
2025-01-06,0.12,5,2,0,1,1,0.0,0.0,0.4,0.0,53662590000.0,0.11,0.16,0.79
2025-01-05,0.12,5,2,0,1,1,0.0,0.0,0.4,0.0,53662590000.0,0.11,0.16,0.79
2025-01-04,0.12,5,2,0,1,1,0.0,0.0,0.4,0.0,53662590000.0,0.11,0.16,0.79
2025-01-03,0.12,5,2,0,1,1,0.0,0.0,0.4,0.0,53662590000.0,0.11,0.16,0.79
2025-01-02,0.12,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.8
2025-01-01,0.12,5,2,0,1,1,0.0,0.0,0.41,0.0,53662590000.0,0.11,0.16,0.8
2024-12-31,0.11,5,2,0,1,1,0.0,0.0,0.37,0.0,52471420000.0,0.1,0.15,0.73
2024-12-30,0.11,5,2,0,1,1,0.0,0.0,0.37,0.0,52471420000.0,0.1,0.15,0.73
2024-12-29,0.1,5,2,0,1,1,0.0,0.0,0.37,0.0,52471420000.0,0.1,0.15,0.72
2024-12-28,0.1,5,2,0,1,1,0.0,0.0,0.37,0.0,52471420000.0,0.1,0.15,0.72
2024-12-27,0.1,5,2,0,1,1,0.0,0.0,0.37,0.0,52471420000.0,0.1,0.15,0.72
2024-12-26,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-25,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-24,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-23,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-22,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-21,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-20,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-19,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-18,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.15,0.73
2024-12-17,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.08,0.6599999999999999
2024-12-16,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.08,0.6599999999999999
2024-12-15,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.08,0.6599999999999999
2024-12-14,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.08,0.6599999999999999
2024-12-13,0.1,5,2,0,1,1,0.0,0.0,0.38,0.0,52471420000.0,0.1,0.08,0.6599999999999999
2024-12-12,0.1,5,2,0,1,1,0.0,0.0,0.39,0.0,52471420000.0,0.1,0.08,0.6699999999999999
2024-12-11,0.1,5,2,0,1,1,0.0,0.0,0.39,0.0,52471420000.0,0.1,0.08,0.6699999999999999
2024-12-10,0.1,5,2,0,1,1,0.0,0.0,0.39,0.0,52471420000.0,0.1,0.08,0.6699999999999999
2024-12-09,0.1,5,2,0,1,1,0.0,0.0,0.39,0.0,52471420000.0,0.1,0.08,0.6699999999999999
2024-12-08,0.1,5,2,0,1,1,0.0,0.0,0.39,0.0,52471420000.0,0.1,0.08,0.6699999999999999
2024-12-07,0.1,5,2,0,1,1,0.0,0.0,0.41,0.0,52471420000.0,0.1,0.08,0.69
2024-12-06,0.1,5,2,0,1,1,0.0,0.0,0.41,0.0,52471420000.0,0.1,0.08,0.69
2024-12-05,0.1,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8499999999999999
2024-12-04,0.1,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8499999999999999
2024-12-03,0.1,5,1,0,2,1,0.0,0.0,0.56,0.0,52471420000.0,0.1,0.08,0.84
2024-12-02,0.11,5,1,0,2,1,0.0,0.0,0.56,0.0,52471420000.0,0.1,0.08,0.85
2024-12-01,0.12,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8699999999999999
2024-11-30,0.12,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8699999999999999
2024-11-29,0.12,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8699999999999999
2024-11-28,0.12,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8699999999999999
2024-11-27,0.12,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.08,0.8699999999999999
2024-11-26,0.12,5,1,0,2,1,0.0,0.0,0.6,0.0,52471420000.0,0.1,0.08,0.8999999999999999
2024-11-25,0.12,5,1,0,2,1,0.0,0.0,0.6,0.0,52471420000.0,0.1,0.08,0.8999999999999999
2024-11-24,0.12,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.1,0.8999999999999999
2024-11-23,0.12,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.1,0.8999999999999999
2024-11-22,0.12,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.1,0.8999999999999999
2024-11-21,0.12,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.1,0.8999999999999999
2024-11-20,0.12,5,1,0,2,1,0.0,0.0,0.6,0.0,52471420000.0,0.1,0.1,0.9199999999999999
2024-11-19,0.12,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.1,0.9099999999999999
2024-11-18,0.12,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.1,0.9099999999999999
2024-11-17,0.12,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.1,0.9099999999999999
2024-11-16,0.12,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.1,0.9099999999999999
2024-11-15,0.12,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.1,0.9099999999999999
2024-11-14,0.12,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.1,0.9099999999999999
2024-11-13,0.12,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8899999999999999
2024-11-12,0.11,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8799999999999999
2024-11-11,0.11,5,1,0,2,1,0.0,0.0,0.59,0.0,52471420000.0,0.1,0.09,0.8899999999999999
2024-11-10,0.11,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8799999999999999
2024-11-09,0.11,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8799999999999999
2024-11-08,0.11,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8799999999999999
2024-11-07,0.11,5,1,1,1,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8799999999999999
2024-11-06,0.11,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.8799999999999999
2024-11-05,0.11,5,1,0,2,1,0.0,0.0,0.53,0.0,52471420000.0,0.1,0.09,0.83
2024-11-04,0.03,5,1,0,2,1,0.0,0.0,0.57,0.0,52471420000.0,0.1,0.09,0.7899999999999999
2024-11-03,0.03,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.7999999999999999
2024-11-02,0.03,5,1,0,2,1,0.0,0.0,0.58,0.0,52471420000.0,0.1,0.09,0.7999999999999999
2024-11-01,0.03,5,1,0,2,1,0.0,0.0,0.6,0.0,52471420000.0,0.1,0.09,0.82
2024-10-31,0.03,5,1,0,2,1,0.0,0.0,0.61,0.0,52471420000.0,0.1,0.09,0.83
2024-10-30,0.03,5,1,1,1,1,0.0,0.0,0.62,0.0,52471420000.0,0.1,0.09,0.84
2024-10-29,0.03,5,1,1,1,1,0.0,0.0,0.63,0.0,52471420000.0,0.1,0.09,0.85
2024-10-28,0.03,5,1,1,1,1,0.0,0.0,0.63,0.0,52471420000.0,0.1,0.09,0.85
2024-10-27,0.03,5,1,1,1,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-26,0.03,5,1,1,1,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-25,0.03,5,1,1,1,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-24,0.03,5,1,1,1,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-23,0.03,5,1,1,1,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-22,0.03,5,1,1,1,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-21,0.03,5,1,0,2,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.01
2024-10-20,0.04,5,1,0,2,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.02
2024-10-19,0.04,5,1,0,2,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.02
2024-10-18,0.04,5,1,0,2,1,0.0,0.0,0.79,0.0,52471420000.0,0.1,0.09,1.02
2024-10-17,0.04,5,1,1,1,1,0.0,0.0,0.81,0.0,52471420000.0,0.1,0.09,1.04
2024-10-16,0.04,6,0,1,1,1,0.0,0.0,0.81,0.0,52471420000.0,0.1,0.09,1.04
2024-10-15,0.05,6,0,1,1,1,0.0,0.0,0.81,0.0,52471420000.0,0.1,0.09,1.05
2024-10-14,0.05,6,0,1,1,1,0.0,0.0,0.81,0.0,52471420000.0,0.1,0.09,1.05
2024-10-13,0.05,6,0,1,1,1,0.0,0.0,0.88,0.0,52471420000.0,0.1,0.09,1.12
2024-10-12,0.05,6,0,1,1,1,0.0,0.0,0.88,0.0,52471420000.0,0.1,0.09,1.12
2024-10-11,0.05,6,0,1,1,1,0.0,0.0,0.88,0.0,52471420000.0,0.1,0.09,1.12
2024-10-10,0.06,6,0,1,1,1,0.0,0.0,0.89,0.0,52471420000.0,0.1,0.09,1.1400000000000001
2024-10-09,0.06,6,0,1,1,1,0.0,0.0,0.89,0.0,52471420000.0,0.1,0.09,1.1400000000000001
2024-10-08,0.06,6,0,1,1,1,0.0,0.0,0.89,0.0,52471420000.0,0.1,0.09,1.1400000000000001
2024-10-07,0.06,6,0,1,1,1,0.0,0.0,0.89,0.0,52471420000.0,0.1,0.09,1.1400000000000001
2024-10-06,0.06,6,0,1,1,1,0.0,0.0,0.86,0.0,52471420000.0,0.11,0.09,1.12
2024-10-05,0.06,6,0,1,1,1,0.0,0.0,0.86,0.0,52471420000.0,0.11,0.09,1.12
2024-10-04,0.06,6,0,1,1,1,0.0,0.0,0.86,0.0,52471420000.0,0.11,0.09,1.12
2024-10-03,0.06,6,0,1,1,1,0.0,0.0,0.84,0.0,52471420000.0,0.11,0.09,1.1
2024-10-02,0.06,6,0,1,1,1,0.0,0.0,0.84,0.0,52471420000.0,0.11,0.09,1.1
2024-10-01,0.07,5,1,1,1,1,0.0,0.0,0.81,0.0,52471420000.0,0.11,0.09,1.08
2024-09-30,0.07,5,1,1,1,1,0.0,0.0,0.88,0.0,57237670000.0,0.12,0.09,1.16
2024-09-29,0.07,5,1,1,1,1,0.0,0.0,0.79,0.0,57237670000.0,0.12,0.09,1.07
2024-09-28,0.07,5,1,1,1,1,0.0,0.0,0.79,0.0,57237670000.0,0.12,0.09,1.07
2024-09-27,0.07,5,1,1,1,1,0.0,0.0,0.79,0.0,57237670000.0,0.12,0.09,1.07
2024-09-26,0.07,5,1,1,1,1,0.0,0.0,0.79,0.0,57237670000.0,0.13,0.09,1.08
2024-09-25,0.07,5,1,2,0,1,0.0,0.0,0.65,0.0,57237670000.0,0.13,0.09,0.94
2024-09-24,0.07,5,1,2,0,1,0.0,0.0,0.66,0.0,57237670000.0,0.13,0.09,0.95
2024-09-23,0.07,5,1,2,0,1,0.0,0.0,0.66,0.0,57237670000.0,0.13,0.09,0.95
2024-09-22,0.07,5,1,2,0,1,0.0,0.0,0.65,0.0,57237670000.0,0.13,0.09,0.94
2024-09-21,0.07,5,1,2,0,1,0.0,0.0,0.65,0.0,57237670000.0,0.13,0.09,0.94
2024-09-20,0.07,5,1,2,0,1,0.0,0.0,0.65,0.0,57237670000.0,0.13,0.09,0.94
2024-09-19,0.07,5,1,2,0,1,0.0,0.0,0.65,0.0,57237670000.0,0.13,0.09,0.94
2024-09-18,0.07,5,1,2,0,1,0.0,0.0,0.64,0.0,57237670000.0,0.13,0.09,0.9299999999999999
2024-09-17,0.07,5,1,2,0,1,0.0,0.0,0.64,0.0,57237670000.0,0.13,0.09,0.9299999999999999
2024-09-16,0.07,5,1,2,0,1,0.0,0.0,0.64,0.0,57237670000.0,0.13,0.09,0.9299999999999999
2024-09-15,0.07,5,1,2,0,1,0.0,0.0,0.63,0.0,57237670000.0,0.13,0.09,0.9199999999999999
2024-09-14,0.07,5,1,2,0,1,0.0,0.0,0.63,0.0,57237670000.0,0.13,0.09,0.9199999999999999
2024-09-13,0.09,5,1,2,0,1,0.0,0.0,0.63,0.0,57237670000.0,0.13,0.09,0.94
2024-09-12,0.09,5,1,2,0,1,0.0,0.0,0.63,0.0,57237670000.0,0.13,0.09,0.94
2024-09-11,0.09,5,1,2,0,1,0.0,0.0,0.63,0.0,57237670000.0,0.13,0.09,0.94
2024-09-10,0.09,5,1,2,0,1,0.0,0.0,0.63,0.0,57237670000.0,0.13,0.09,0.94
2024-09-09,0.08,5,1,2,0,1,0.0,0.0,0.62,0.0,57237670000.0,0.13,0.09,0.9199999999999999
2024-09-08,0.08,5,1,2,0,1,0.0,0.0,0.62,0.0,57237670000.0,0.13,0.09,0.9199999999999999
