,<05,<1,<2,<5,>=5,CH,GB,Market_capitalization,NL,US,Total
2025-05-05,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-05-04,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-05-03,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-05-02,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-05-01,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-30,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-29,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-28,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-27,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-26,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-25,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-24,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-23,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-22,3,0,1,0,0,0.0,0.0,7110000000.0,0.56,0.0,0.56
2025-04-21,2,1,1,0,0,0.0,0.09,7110000000.0,0.56,0.0,0.65
2025-04-20,2,1,1,0,0,0.0,0.09,7110000000.0,0.56,0.0,0.65
2025-04-19,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-18,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-17,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-16,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-15,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-14,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-13,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-12,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-11,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-10,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-09,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-08,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-07,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-06,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-05,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-04,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-03,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-02,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-04-01,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-31,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-30,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-29,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-28,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-27,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-26,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-25,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-24,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-23,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-22,2,0,2,0,0,0.0,0.22,7110000000.0,0.56,0.0,0.78
2025-03-21,1,0,3,0,0,0.0,0.53,7110000000.0,0.56,0.0,1.09
2025-03-20,1,0,3,0,0,0.0,0.53,7110000000.0,0.56,0.0,1.09
2025-03-19,1,0,3,0,0,0.0,0.53,7110000000.0,0.56,0.0,1.09
2025-03-18,1,0,3,0,0,0.0,0.53,7110000000.0,0.56,0.0,1.09
2025-03-17,1,0,3,0,0,0.0,0.53,7110000000.0,0.59,0.0,1.12
2025-03-16,1,0,3,0,0,0.0,0.53,7110000000.0,0.59,0.0,1.12
2025-03-15,1,0,3,0,0,0.0,0.53,7110000000.0,0.59,0.0,1.12
2025-03-14,1,0,3,0,0,0.0,0.53,7110000000.0,0.59,0.0,1.12
2025-03-13,1,0,3,0,0,0.0,0.53,7110000000.0,0.61,0.0,1.1400000000000001
2025-03-12,1,0,3,0,0,0.0,0.53,7110000000.0,0.61,0.0,1.1400000000000001
2025-03-11,1,0,3,0,0,0.0,0.53,7110000000.0,0.62,0.0,1.15
2025-03-10,1,0,3,0,0,0.0,0.53,7110000000.0,0.64,0.0,1.17
2025-03-09,1,0,2,1,0,0.0,0.53,7110000000.0,0.66,0.0,1.19
2025-03-08,1,0,2,1,0,0.0,0.53,7110000000.0,0.66,0.0,1.19
2025-03-07,1,0,2,1,0,0.0,0.53,7110000000.0,0.66,0.0,1.19
2025-03-06,1,0,2,1,0,0.0,0.53,7110000000.0,0.71,0.0,1.24
2025-03-05,1,0,2,1,0,0.0,0.53,7110000000.0,0.78,0.0,1.31
2025-03-04,1,0,2,1,0,0.0,0.53,7110000000.0,0.78,0.0,1.31
2025-03-03,1,0,2,1,0,0.0,0.53,7110000000.0,0.8,0.0,1.33
2025-03-02,1,0,2,1,0,0.0,0.53,7110000000.0,0.8,0.0,1.33
2025-03-01,1,0,2,1,0,0.0,0.53,7110000000.0,0.8,0.0,1.33
2025-02-28,1,0,2,1,0,0.0,0.53,7110000000.0,0.8,0.0,1.33
2025-02-27,1,0,2,1,0,0.0,0.53,7110000000.0,0.81,0.0,1.34
2025-02-26,1,0,2,1,0,0.0,0.53,7110000000.0,0.81,0.0,1.34
2025-02-25,1,0,2,1,0,0.0,0.53,7110000000.0,0.84,0.0,1.37
2025-02-24,1,0,2,1,0,0.0,0.53,7110000000.0,0.84,0.0,1.37
2025-02-23,1,0,2,1,0,0.0,0.53,7110000000.0,0.84,0.0,1.37
2025-02-22,1,0,2,1,0,0.0,0.53,7110000000.0,0.84,0.0,1.37
2025-02-21,1,0,2,1,0,0.0,0.53,7110000000.0,0.84,0.0,1.37
2025-02-20,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-19,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-18,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-17,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-16,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-15,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-14,1,0,2,1,0,0.0,0.53,7110000000.0,0.86,0.0,1.3900000000000001
2025-02-13,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-12,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-11,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-10,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-09,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-08,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-07,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-06,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-05,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-04,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-03,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-02,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-02-01,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-31,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-30,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-29,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-28,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-27,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-26,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-25,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-24,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-23,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-22,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-21,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-20,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-19,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-18,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-17,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-16,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-15,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-14,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-13,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-12,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-11,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-10,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-09,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-08,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-07,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-06,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-05,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-04,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-03,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-02,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2025-01-01,1,0,1,2,0,0.0,0.53,7110000000.0,0.95,0.0,1.48
2024-12-31,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-30,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-29,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-28,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-27,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-26,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-25,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-24,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-23,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-22,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-21,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-20,1,0,1,2,0,0.0,0.55,6910000000.0,0.91,0.0,1.46
2024-12-19,1,0,1,2,0,0.0,0.57,6910000000.0,0.91,0.0,1.48
2024-12-18,1,0,1,2,0,0.0,0.57,6910000000.0,0.91,0.0,1.48
2024-12-17,1,0,1,2,0,0.0,0.44,6910000000.0,0.91,0.0,1.35
2024-12-16,1,0,1,2,0,0.0,0.44,6910000000.0,0.91,0.0,1.35
2024-12-15,1,0,1,2,0,0.0,0.44,6910000000.0,0.91,0.0,1.35
2024-12-14,1,0,1,2,0,0.0,0.44,6910000000.0,0.91,0.0,1.35
2024-12-13,1,0,1,2,0,0.0,0.44,6910000000.0,0.91,0.0,1.35
2024-12-12,1,0,1,2,0,0.0,0.44,6910000000.0,0.91,0.0,1.35
2024-12-11,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-10,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-09,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-08,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-07,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-06,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-05,1,0,1,2,0,0.0,0.45,6910000000.0,0.91,0.0,1.36
2024-12-04,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-12-03,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-12-02,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-12-01,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-30,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-29,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-28,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-27,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-26,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-25,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-24,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-23,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-22,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-21,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-20,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-19,1,0,1,2,0,0.0,0.43,6910000000.0,0.91,0.0,1.34
2024-11-18,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-17,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-16,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-15,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-14,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-13,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-12,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-11,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-10,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-09,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-08,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-07,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-06,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-05,1,0,1,2,0,0.0,0.39,6910000000.0,0.91,0.0,1.3
2024-11-04,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-11-03,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-11-02,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-11-01,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-31,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-30,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-29,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-28,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-27,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-26,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-25,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-24,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-23,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-22,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-21,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-20,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-19,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-18,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-17,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-16,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-15,1,0,1,2,0,0.0,0.41,6910000000.0,0.9,0.0,1.31
2024-10-14,1,0,1,2,0,0.0,0.41,6910000000.0,0.92,0.0,1.33
2024-10-13,1,0,1,2,0,0.0,0.41,6910000000.0,0.97,0.0,1.38
2024-10-12,1,0,1,2,0,0.0,0.41,6910000000.0,0.97,0.0,1.38
2024-10-11,1,0,1,2,0,0.0,0.41,6910000000.0,0.97,0.0,1.38
2024-10-10,1,0,1,2,0,0.0,0.41,6910000000.0,0.97,0.0,1.38
2024-10-09,1,1,1,1,0,0.0,0.41,6910000000.0,0.55,0.0,0.96
2024-10-08,1,1,1,1,0,0.0,0.41,6910000000.0,0.55,0.0,0.96
2024-10-07,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-10-06,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-10-05,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-10-04,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-10-03,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-10-02,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-10-01,1,1,1,1,0,0.0,0.41,6910000000.0,0.57,0.0,0.98
2024-09-30,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-29,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-28,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-27,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-26,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-25,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-24,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-23,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-22,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-21,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-20,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-19,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-18,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-17,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-16,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-15,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-14,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-13,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-12,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-11,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-10,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-09,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-08,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-07,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-06,1,1,1,1,0,0.0,0.4,7090000000.0,0.61,0.0,1.01
2024-09-05,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-09-04,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-09-03,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-09-02,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-09-01,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-31,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-30,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-29,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-28,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-27,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-26,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-25,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-24,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-23,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-22,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-21,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-20,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-19,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-18,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-17,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-16,1,1,1,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-15,1,1,1,1,0,0.0,0.44,7090000000.0,0.61,0.0,1.05
2024-08-14,1,1,1,1,0,0.0,0.44,7090000000.0,0.61,0.0,1.05
2024-08-13,1,1,1,1,0,0.0,0.44,7090000000.0,0.61,0.0,1.05
2024-08-12,1,1,1,1,0,0.0,0.44,7090000000.0,0.61,0.0,1.05
2024-08-11,1,2,0,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-10,1,2,0,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-09,1,2,0,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-08,1,2,0,1,0,0.0,0.42,7090000000.0,0.61,0.0,1.03
2024-08-07,2,1,0,1,0,0.0,0.15,7090000000.0,0.61,0.0,0.76
2024-08-06,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-08-05,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-08-04,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-08-03,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-08-02,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-08-01,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-31,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-30,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-29,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-28,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-27,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-26,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-25,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-24,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-23,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-22,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-21,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
2024-07-20,2,1,0,1,0,0.0,0.17,7090000000.0,0.61,0.0,0.78
