,-unknown-,<05,<1,<2,<5,>=5,CA,FR,GB,HK,IE,IT,JE,Market_capitalization,US,Total
2025-05-08,0.02,0,2,2,3,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.26
2025-05-07,0.02,0,2,2,3,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.26
2025-05-06,0.02,0,2,2,3,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.26
2025-05-05,0.02,0,2,2,3,0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.25
2025-05-04,0.02,0,2,2,3,0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.25
2025-05-03,0.02,0,2,2,3,0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.25
2025-05-02,0.02,0,2,2,3,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.17,0.28
2025-05-01,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-30,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-29,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-28,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-27,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-26,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-25,0.02,0,2,3,2,0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.25
2025-04-24,0.02,0,2,2,3,0,0.0,0.0,0.09,0.01,0.0,0.0,0.0,71202430000.0,0.14,0.26
2025-04-23,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-22,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-21,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-20,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-19,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-18,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-17,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-16,0.02,0,2,4,1,0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.21000000000000002
2025-04-15,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-14,0.02,0,2,3,2,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-13,0.02,0,2,4,1,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-12,0.02,0,2,4,1,0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,71202430000.0,0.13,0.22
2025-04-11,0.02,0,2,5,1,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-10,0.02,0,2,5,1,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-09,0.02,0,3,5,0,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-08,0.02,0,3,5,0,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-07,0.02,0,3,5,0,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-06,0.02,0,3,5,0,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-05,0.02,0,3,5,0,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-04,0.02,0,3,5,0,0,0.0,0.0,0.89,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.05
2025-04-03,0.02,0,3,5,0,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.06
2025-04-02,0.02,0,2,6,0,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.07
2025-04-01,0.02,0,2,5,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.07
2025-03-31,0.02,0,1,5,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.06,0.99
2025-03-30,0.02,0,1,5,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.06,1.0
2025-03-29,0.02,0,1,5,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.06,1.0
2025-03-28,0.02,0,1,4,2,0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,71202430000.0,0.06,1.02
2025-03-27,0.02,0,1,4,2,0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,71202430000.0,0.06,1.02
2025-03-26,0.02,0,1,4,2,0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,71202430000.0,0.06,1.02
2025-03-25,0.02,0,1,4,2,0,0.0,0.0,0.92,0.01,0.0,0.0,0.0,71202430000.0,0.06,1.01
2025-03-24,0.02,0,2,4,1,0,0.0,0.0,0.92,0.01,0.0,0.0,0.0,71202430000.0,0.05,1.0
2025-03-23,0.02,0,3,4,0,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-22,0.02,0,3,4,0,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-21,0.02,0,3,4,0,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-20,0.02,0,3,3,1,0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,71202430000.0,0.05,1.01
2025-03-19,0.02,0,4,2,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-18,0.02,0,3,3,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-17,0.02,0,2,4,1,0,0.0,0.0,0.92,0.01,0.0,0.0,0.0,71202430000.0,0.05,1.0
2025-03-16,0.02,0,2,4,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-15,0.02,0,2,4,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-14,0.02,0,2,4,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-13,0.02,0,2,5,0,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-12,0.02,0,2,5,0,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.05,0.9900000000000001
2025-03-11,0.02,0,2,4,1,0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,71202430000.0,0.05,1.01
2025-03-10,0.02,0,2,4,1,0,0.0,0.0,0.93,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.03
2025-03-09,0.02,0,2,4,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.05
2025-03-08,0.02,0,2,4,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.05
2025-03-07,0.02,0,2,4,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.05
2025-03-06,0.02,0,2,4,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.05
2025-03-05,0.02,0,2,4,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.05
2025-03-04,0.02,0,3,3,1,0,0.0,0.0,0.96,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.06
2025-03-03,0.02,0,3,3,1,0,0.0,0.0,0.96,0.01,0.0,0.0,0.0,71202430000.0,0.07,1.06
2025-03-02,0.02,0,3,3,1,0,0.0,0.0,0.96,0.01,0.0,0.0,0.0,71202430000.0,0.08,1.07
2025-03-01,0.02,0,3,3,1,0,0.0,0.0,0.96,0.01,0.0,0.0,0.0,71202430000.0,0.08,1.07
2025-02-28,0.02,0,3,3,1,0,0.0,0.0,0.96,0.01,0.0,0.0,0.0,71202430000.0,0.08,1.07
2025-02-27,0.02,0,4,2,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.08,1.06
2025-02-26,0.02,0,4,2,1,0,0.0,0.0,0.95,0.01,0.0,0.0,0.0,71202430000.0,0.08,1.06
2025-02-25,0.02,1,4,2,1,0,0.0,0.0,0.92,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.09
2025-02-24,0.02,1,4,2,1,0,0.0,0.0,0.92,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.09
2025-02-23,0.02,1,4,2,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.08
2025-02-22,0.02,1,4,2,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.08
2025-02-21,0.02,1,4,2,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.08
2025-02-20,0.02,1,4,2,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.08
2025-02-19,0.02,1,4,2,1,0,0.0,0.0,0.91,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.08
2025-02-18,0.02,1,4,2,1,0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.05
2025-02-17,0.02,0,5,2,1,0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.07
2025-02-16,0.02,0,5,2,1,0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.07
2025-02-15,0.02,0,5,2,1,0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.07
2025-02-14,0.02,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.09
2025-02-13,0.02,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.09
2025-02-12,0.02,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.09
2025-02-11,0.01,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.08
2025-02-10,0.01,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.08
2025-02-09,0.01,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.08
2025-02-08,0.01,0,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.08
2025-02-07,0.01,1,5,2,1,0,0.0,0.0,0.9,0.01,0.0,0.0,0.0,71202430000.0,0.16,1.08
2025-02-06,0.01,1,5,2,1,0,0.0,0.0,0.94,0.01,0.0,0.0,0.0,71202430000.0,0.11,1.07
2025-02-05,0.01,1,5,2,1,0,0.0,0.0,0.94,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.0899999999999999
2025-02-04,0.01,0,6,2,1,0,0.0,0.0,0.94,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.0899999999999999
2025-02-03,0.01,0,6,2,1,0,0.0,0.0,0.94,0.01,0.0,0.0,0.0,71202430000.0,0.14,1.1
2025-02-02,0.01,0,6,2,1,0,0.0,0.0,0.94,0.01,0.0,0.0,0.0,71202430000.0,0.13,1.0899999999999999
